word,part_of_speech,meaning,example,example_meaning,definition
sinister,adjective,nham hiểm,lay a sinister criminal enterprise.,là tập đoàn tội phạm nham hiểm .,"Inauspicious, ominous, unlucky."
probe,verb,thăm dò,"A probe from their vessel, Captain.","Một bộ phận thăm dò của họ, thưa Thuyền trưởng.","(surgery) Any of various medical instruments used to explore wounds, organs etc. [from 15th c.]"
sleuth,verb,làm mật thám,We need more energy.A sleuth !,Cho anh ta #h để báo cáo sự việc,(obsolete) An animal’s trail or track.
instinct,noun,bản năng,He is possessed of a strong fighting instinct .,Anh ta có một bản năng chiến đấu mạnh mẽ.,A natural or inherent impulse or behaviour.
sift,verb,rây,"13 Interestingly, according to some scholars, when David wrote that Jehovah had “measured off” his journeys and rest periods, the Hebrew literally meant to “ sift ” or “winnow.”","13 Điều đáng chú ý là theo một số học giả, khi Đa-vít viết Đức Giê-hô-va “xét-nét” nẻo đàng và lúc nghỉ ngơi của ông, chữ Hê-bơ-rơ có nghĩa đen là “ rây ” hoặc “sàng sảy”.",To sieve or strain (something).
ponder,verb,cân nhắc,"If I was you, Colonel, I'd ponder on letting him be.","Nếu tôi là ông, Đại tá, tôi sẽ cân nhắc việc thuận theo ý hắn.","To wonder, to think of deeply."
tempestuous,adjective,dữ dội,Then a tempestuous wind forced the ship westward toward Cauda.,Sau đó trận gió dữ dội đưa tàu sang phía tây về hướng Cơ-lô-đa.,"Of, or resembling a tempest; stormy, tumultuous."
ember,adjective,đám tro tàn còn lẫn những cục than hồng,Miss ember ?,Cô chủ Ember ?,A glowing piece of coal or wood.
abrupt,adjective,dốc đứng,I'd go to Central Park and see the rolling topography of Central Park come up against the abrupt and sheer topography of midtown Manhattan.,Tôi thường đi đến Công viên trung tâm và nhìn cách địa hình uốn lượn của nơi này tương phản với địa hình dốc đứng của khu vực trung tâm Manhattan.,Extremely steep or craggy as if broken up; precipitous.
exile,verb,lưu đày,Bharata has gone to ask the exiled Rama to come back and rule the kingdom.,"Bharata đã hỏi người bị lưu đày tên, Rama, trở về để thống trị vương quốc.",The state of being banished from one's home or country.
