word,part_of_speech,meaning,example,example_meaning,definition
arouse,verb,gợi,How can she arouse his curiosity about the Bible while at the same time respect his feelings and opinions?,Làm thế nào chị có thể gợi sự tò mò của anh về Kinh Thánh mà vẫn tôn trọng cảm xúc và quan điểm của anh?,To stimulate feelings.
import,verb,nhập khẩu,Imported item?,Là đồ nhập khẩu sao?,"(countable) Something brought in from an exterior source, especially for sale or trade."
doleful,adjective,sầu thảm,"There follows a third horse, black as midnight, carrying a rider who holds aloft a pair of scales as a doleful message is proclaimed about a lack of basic foodstuffs.","Tiếp đến là con ngựa thứ ba, đen như bóng đêm, người cưỡi nó cầm cái cân đĩa và có tiếng rao ra thông điệp sầu thảm về nạn thiếu thực phẩm.","griefful, mournful, bringing feelings of sadness."
sensibility,noun,cảm giác,"There were his fine sensibilities , his fine feelings, his fine longings -- a sort of sublimated, idealised selfishness.","Có sự nhạy cảm tốt đẹp của mình, cảm giác tốt đẹp của mình, khát vọng tốt đẹp của ông - một loại thăng hoa, lý tưởng hóa sự ích kỷ.","The ability to sense, feel or perceive; especially to be sensitive to the feelings of another"
wallop,verb,cái quất,"Next time, I'll wallop him.",em sẽ đánh cho nó một trận.,"A heavy blow, punch."
malodorous,adjective,hôi,"(Leviticus 5:2; 11:39) According to different sources on the subject, Simon may well have used seawater in his work, and his workshop was likely located on the outskirts of the town because tanning was “a malodorous process.”","Theo những nguồn tham khảo khác, rất có thể Si-môn đã sử dụng nước biển cho công việc của mình và xưởng của ông nằm ở ngoại ô, vì việc xử lý da là một “quá trình gây mùi rất khó chịu”.",(figuratively) Highly improper.
musky,adjective,có mùi xạ,At first the aroma is apple like and pleasant but it becomes peculiarly musky when overripe.,Lúc đầu hương vị giống như quả táo tây và dễ chịu nhưng nó trở thành có mùi xạ kỳ lạ khi đã chín kỹ.,Having the scent of musk.
bellow,verb,rống,Or will a bull bellow when it has fodder?,Bò đực nào lại rống khi có sẵn thức ăn?,"the deep roar of a large animal, or any similar loud noise"
ovation,noun,sự tung hô,Kick the hell out of me and get your standing ovation .,Đánh tao đi và nhận lấy sự tung hô .,(Ancient Rome) a victory ceremony of less importance than a triumph
tendency,noun,khuynh hướng,I don't know where we get our sexuality from or where tendencies of this kind come from.,Tôi không rõ bản năng tình dục của chúng tôi hay khuynh hướng này từ đâu ra.,a likelihood of behaving in a particular way or going in a particular direction; a tending toward.
