word,part_of_speech,meaning,example,example_meaning,definition
impairment,noun,sự làm hư hại,Many were impaired with psychological trauma.,Nhiều người được đưa đến bệnh viện tâm thần do chấn thương tâm lý quá nặng.,The result of being impaired; a deterioration or weakening; a disability or handicap; an inefficient part or factor.
catheter,noun,ống thông,"This method uses a thin , flexible tube called a catheter .","Phương pháp này sử dụng một ống mỏng , mềm dẻo gọi là ống thông .","(medicine) A small tube inserted into a body cavity to remove fluid, create an opening, distend a passageway or administer a drug"
comprehensive,adjective,bao hàm toàn diện,(This chart is not a comprehensive list of teachings on these topics.,(Biểu đồ này không phải là một bản liệt kê bao hàm toàn diện những lời giảng dạy về các đề tài này.,Broadly or completely covering; including a large proportion of something.
ephemeral,adjective,chóng tàn,"Perhaps only music, because it's ephemeral .","Có lẽ chỉ mình âm nhạc, vì nó chóng nở chóng tàn .",Something which lasts for a short period of time.
manic,adjective,điên cuồng,""" Just Manic Enough. """,""" Hãy chỉ điên đủ độ. """,(psychiatry) manic-depressive
overbearing,adjective,hống hách,"(1 Corinthians 8:1) Jesus had great knowledge, yet he was never overbearing .","(1 Cô-rinh-tô 8:1) Chúa Giê-su có sự hiểu biết rộng, nhưng ngài không bao giờ hống hách .","Overly bossy, domineering, or arrogant."
radical,adjective,cấp tiến,I dislike how it confuses radicalism and terrorism.,Em không thích việc nhầm lẫn cấp tiến và khủng bố.,"(botany, not comparable) Of or pertaining to a root (of a plant)."
autodidact,noun,người tự học,Many notable contributions have been made by autodidacts .,Nhiều đóng góp quan trọng được thực hiện bởi những người tự học (autodidacts).,A self-taught person; an automath.
apostate,adjective,bỏ đạo,are sellouts or apostates .,đều đã bỏ đạo hay đã bán rẻ niềm tin.,Guilty of apostasy.
repartee,verb,khẩu tài,"Hmm, repartee .","Hmm, ứng khẩu cơ đấy .","A swift, witty retort."
tyrannical,adjective,bạo ngược,"For centuries, tyrannical clergymen have exalted themselves over the laity.","Trải qua bao thế kỷ, hàng giáo phẩm bạo ngược đã tự tôn mình lên địa vị cao trọng so với giáo dân.","(not comparable) Of, or relating to tyranny or a tyrant."
grievous,adjective,đau khổ,"When confronted with grievous trials, why should we reflect on our blessings?","Khi đương đầu với các thử thách gây đau khổ , tại sao chúng ta nên suy ngẫm về những ân phước của mình?","Causing grief, pain or sorrow"
promulgate,verb,ban bố,"Two months later, in June 1868, the Seitaisho was promulgated to establish the new administrative basis for the Meiji government.","Hai tháng sau, vào tháng 6 năm 1868, Seitaisho được ban bố thiết lập nền tảng hành chính cho chính phủ Minh Trị.",(transitive) To make known or public.
transgress,verb,phạm,It was not expected that we would live without transgressing one law or another.,Chúng ta không trông mong sẽ sống mà không phạm vào một số luật lệ.,(transitive) To exceed or overstep some limit or boundary.
abet,verb,tiếp tay,Your client aided and abetted an act of mass murder.,Bị cáo đã giúp đỡ và tiếp tay một tội ác giết người hàng loạt.,"(transitive) To assist or encourage by aid or countenance, especially in crime."
abhor,verb,ghét cay ghét đắng,“ Abhor ” can be translated “hate exceedingly.”,Từ “gớm” có thể được dịch là “ ghét cay ghét đắng ”.,(transitive) To regard with horror or detestation; to shrink back with shuddering from; to feel excessive repugnance toward; to detest to extremity; to loathe.
specious,adjective,chỉ có bề ngoài,Specious bravado has been the kid's calling card since he was 15...,Thằng nhóc tốt mã chỉ ra vẻ phớt đời từ khi nó 15 tuổi....,"Seemingly well-reasoned or factual, but actually fallacious or insincere; strongly held but false."
paean,verb,bài ca chiến thắng,But Gesner was the first European to publish a paean to mountaineering.,Nhưng Gesner là người châu Âu đã xuất bản một tác phẩm tán dương việc leo núi.,Any loud and joyous song; a song of triumph.
miscreant,adjective,kẻ vô lại,Let's debate this miscreant all day and all night.,Xin hãy cân nhắc kẻ vô lại .,Lacking in conscience or moral principles; unscrupulous.
precedence,noun,quyền đi trước,There is precedent there.,Đã từng có tiền lệ rồi.,The state of preceding in importance or priority.
inter,verb,mai táng,Your mother is interred ... at the Cedar Heights Funeral Home until arrangements can be made.,Mẹ của hai người đang được quàng tạm ở nhà mai táng Cedar Heights cho tới khi sắp xếp xong mọi việc.,To bury in a grave.
