word,part_of_speech,meaning,example,example_meaning,definition
syllogism,noun,tam đoạn luận,He amends the syllogism .,Anh ta biến hình bằng SaiBlade .,"(logic) An inference in which one proposition (the conclusion) follows necessarily from two other propositions, known as the premises."
hysteria,noun,ittêri,Sounds like hysteria .,"A, nghe như bệnh rối loạn phân ly.","Behavior exhibiting excessive or uncontrollable emotion, such as fear or panic."
appurtenance,noun,sự thuộc về,"“On the Western Front,” he adds, “brothels were soon regular appurtenances of base camps . . .","Ông viết tiếp: “Ở Mặt trận Miền Tây, nhà chứa gái mãi dâm ít lâu sau trở thành những nơi phụ thuộc căn cứ quân sự...",an appendage added to something else
rouse,verb,khuấy động,"The work of spiritualism will rouse humanity... to a new, moral earnestness.",Thuyết duy tâm sẽ làm khuấy động loài người... tới một điều mới mẻ và nghiêm túc.,an official ceremony over drinks
thwarted,adjective,bị cản trở,Nothing can ever thwart that purpose.,Không gì có thể ngăn cản nổi ý định ấy.,Simple past tense and past participle ofthwart.
pragmatism,noun,chủ nghĩa thực dụng,Saint-Cyr was a stoic in an age of pragmatism and glory.,Saint - Cyr là một người khắc kỷ trong thời đại của chủ nghĩa thực dụng và vinh quang.,The pursuit of practicality over aesthetic qualities; a concentration on facts rather than emotions or ideals.
viable,adjective,có thể làm được,How do you stabilize those huge molecules that seem to be viable ?,Làm thế nào bạn có thể ổn định những phân tử khổng lồ này đó dường như có thể làm được,Able to live on its own (as for a newborn.)
demented,adjective,điên,You're demented .,Ông bị điên rồi.,Insane or mentally ill.
dissembling,noun,,Don't dissemble .,Đừng giả vờ nữa.,The action of the verb dissemble
cask,verb,thùng rượu,One with cask perched atop shoulder.,Một tên mang thùng rượu trên vai.,"A large barrel for the storage of liquid, especially of alcoholic drinks."
blistering,adjective,nghiêm khắc,Blood blisters .,Rộp máu.,Present participle of blister.
spawn,noun,trứng,That's Victoria's privileged spawn .,Đó là quả trứng ung của Victoria.,(transitive) To produce or deposit (eggs) in water.
abandon,verb,từ bỏ,Jehovah does not abandon repentant sinners.,Đức Giê-hô-va không từ bỏ những người phạm tội mà đã ăn năn.,"(transitive) To give up control of, to surrender."
katydid,noun,,The Katydid’s Remarkable Hearing,Bộ lông chim cánh cụt hoàng đế,"A type of grasshopper, scientific name Tettigoniidae."
mourn,verb,thương tiếc,But I still mourn the loss of my faithful companion.,Nhưng tôi vẫn còn thương tiếc người bạn đời trung thành của mình.,To express sadness or sorrow for; to grieve over (especially a death).
kibble,verb,nghiền sơ,"You know, eggs, water, flour, cocoa, sugar and a little dog kibble for texture.","Các cậu biết đấy, trứng đường, bột nước, ca cao... và một ít thức ăn cho chó để liên kết.",to grind something coarsely
beeline,verb,,And I'm just beelining it to a huge payday.,Và tôi nhận ra ở đây thật buồn.,A very direct or quick path or trip.
straddle,verb,giạng,"When you straddle the crossbar, you should be able to place your feet on the ground (see above).","Thanh sườn ngang phải sao cho khi đứng giạng chân qua, chân bạn chạm được mặt đất (xem hình trên).",To sit or stand with a leg on each side of something.
conjugate,adjective,biến ngôi,"Had a conjugal , I mean.","Ý tôi muốn nói là "" đi gặp vui vẻ "".","(grammar, transitive) To list the inflected forms of a verb for each person, in order, for one or more tenses."
boutique,adjective,boutique,"and the Beastie Boys' ""Paul's Boutique ""","và ""Paul's Boutique "" của Beastie Boys",Specialized in bespoke or custom-made products for clientele in a niche market.
kvetch,verb,,"If I can't kvetch , I can't do my job.",Nếu không được than phiền thì tôi chẳng làm việc mình được.,Person who endlessly whines or complains.
go to the dogs,verb,,Going to shoot the boy's dogs ?,Muốn bắn đàn chó của con tôi?,"(idiomatic, informal) To decline or deteriorate."
