word,part_of_speech,meaning,example,example_meaning,definition
replica,noun,bản sao,Here's a replica of one such seal.,Dưới đây là bản sao của một con dấu như vậy.,An exact copy.
syndrome,noun,hội chứng,Chronic fatigue syndrome makes simple activities difficult.,Hội chứng mệt mỏi kinh niên khiến những hoạt động đơn giản trở nên khó khăn.,(pathology) A recognizable pattern of symptoms or behaviours.
pulsate,verb,rung,"As the object ascended, it was expanding and pulsating , but a decrease in brightness was not noted.","Khi vật thể vọt lên, nó như đang nở ra và rung lắc, nhưng sự giảm độ sáng đã không được ghi nhận.",To expand and contract rhythmically; to throb or to beat.
irk,verb,làm khó chịu,You're beginning to irk me.,Ông đang bắt đầu làm tôi khó chịu đấy.,(transitive) to irritate; annoy; bother
brute,adjective,kẻ vũ phu,Vester is a brute with no conscience.,"Vester là một kẻ vũ phu , không có lương tâm.",An animal destitute of human reason; any animal not human; especially a quadruped; a beast.
severe,adjective,gay go,20 The disciple Stephen displayed tranquillity when enduring a severe test of his faith.,20 Môn đồ Ê-tiên biểu lộ sự bình tĩnh khi chịu thử thách gay go vì đức tin.,Very bad or intense.
intimidate,verb,dọa,Who's intimidating to a guy who won the Nobel Prize?,Ai có thể đe dọa 1 người đã giành giải khôngbel?,"(transitive) To make timid or fearful; to inspire or affect with fear; to deter, as by threats; to dishearten; to abash."
transpire,verb,diễn ra,Other key events transpired on that date in later years.,Những sự kiện quan trọng nhiều năm sau cũng diễn ra vào thời điểm đó.,"To give off (vapour, waste matter etc.); to exhale (an odour etc.). [from 16th c.]"
interject,verb,xen vào,Can I just interject something here?,Tôi có thể xen vào không?,(transitive) To insert something between other things
plaintiff,noun,nguyên cáo,Unselfish Attitude of the Plaintiffs,Thái độ vị tha của nguyên cáo,(law) A party bringing a suit in civil law against a defendant; accusers.
conveyor belt,noun,băng tải,All the boxes are still on the conveyor belt .,Tất cả các hộp đều đang trên băng tải .,"A continuous flexible band moved by a series of rollers to transport objects or material from one place to another, especially within a factory or mine."
eventually,adverb,cuối cùng,"And once you start off like that, you eventually end up being able to dream in Vietnamese.","Một khi bạn bắt đầu như thế, bạn cuối cùng có thể mơ thành người Việt.",In the end.
personnel,noun,biên chế,"The Italian Navy in 2008 had 35,200 active personnel with 85 commissioned ships and 123 aircraft.",Hải quân Ý vào năm 2008 có 35.200 quân nhân tại ngũ cùng với 85 tàu được biên chế và 123 máy bay.,employees; office staff
motivational,adjective,,Be Motivated to Serve God,Được thúc đẩy để phụng sự Đức Chúa Trời,Tending or intended to motivate.
descent,noun,dòng dõi,"The word “generation” may refer to one’s descent , or background.",Từ ngữ “ dòng dõi ” có thể ám chỉ nguồn gốc hay gốc gác của một người.,An instance of descending
knoll,noun,gò,I remember this knoll over here.,Tôi nhớ có cái gò trên kia.,A small mound or rounded hill.
hail,verb,gọi,"We're hailing them on every frequency and mode in the book, sir.","Chúng tôi đã gọi họ trên mọi tần số và chế độ theo quy định, thưa ngài.","Balls or pieces of ice falling as precipitation, often in connection with a thunderstorm."
beaming,adjective,,Switch to full- beam !,Bật hết cỡ đi!,Smilingly happy; showing happy emotion.
impressive,adjective,gây ấn tượng,How am I going to impress Tom?,Tôi sẽ gây ấn tượng với Tom bằng cách nào đây?,"Making, or tending to make, an impression; having power to impress; adapted to excite attention and feeling, to touch the sensibilities, or affect the conscience; as, an impressive discourse; an impressive scene."
disperse,verb,giải tán,I'm certain it will disperse once his feet have stopped twitching.,TÔi chắc là họ sẽ giải tán ngay khi cái chân của hắn ngừng co giật.,"(transitive, intransitive) To scatter in different directions"
lopsided,adjective,không cân,Her face is all lopsided .,Gương mặt không cân xứng.,Not even or balanced; not the same on one side as on the other.
impose,verb,áp đặt,"But I vowed to master the chaos, to impose order.","Nhưng tôi thề phải làm chủ sự hỗn loạn, áp đặt lệnh.",(transitive) to establish or apply by authority
advisable,adjective,thích hợp,It advises us on the proper use of wealth.,Sách khuyên bảo chúng ta về cách sử dụng của cải một cách thích hợp .,(of a course of action) Worthy of being recommended; desirable.
humanitarian,adjective,nhân đạo,Attacks on humanitarian aid workers are war crimes in international law.,Tấn công nhân viên cứu trợ nhân đạo là tội ác chiến tranh theo luật quốc tế.,"Concerned with people's welfare, and the alleviation of suffering; humane or compassionate."
carefree,adjective,vô tư lự,"Monika grew up as a carefree , vibrant person with a cheerful disposition.","Monika lớn lên là người vô tư lự , sôi nổi đầy nghị lực và có tính tình vui vẻ.",Without cares; free of concern or worries; easy; casual; without difficulty.
eclectic,adjective,trung hòa,to pursue ever more ambitious and eclectic objectives.,để theo đuổi hoài bão tương lai và chủ nghĩa trung hòa .,"Selecting a mixture of what appear to be best of various doctrines, methods or styles."
sentimental,adjective,đa cảm,I wouldn't have thought Vesper the sentimental type.,Tôi không nghĩ Vesper lại là loại người đa cảm đấy.,"Characterized by sentiment, sentimentality or excess emotion."
insular,noun,hòn đảo,"One instance that enraged the Insulares was the Franciscan takeover of Antipolo, the richest parish in the islands, which had been under the control of Philippine-born priests.","Một ví dụ mà tức giận các Insulares là Phanxicô tiến của giáo xứ giàu nhất trong các hòn đảo đã được đặt dưới sự Philippines-sinh linh mục, đó là Antipolo.","Of, pertaining to, being, or resembling an island or islands."
precipitate,adjective,chất kết tủa,Most precipitation areas occur near frontal zones.,Hầu hết các vùng mưa xảy ra gần các vùng frông.,(transitive) To make something happen suddenly and quickly; hasten.
voluble,adjective,lém,"And when my ritual began, this very voluble patient began to quiet down.","Và khi nghi lễ của tôi bắt đầu, bệnh nhân nói nhiều này bắt đầu im tiếng dần.",(botany) twisting and turning like a vine
unexceptionable,adjective,không thể bác được,"You give logical, unexceptionable answers, but the tone - indeed the monotone which is a bit boring - with which you answer perplexes me a bit.","Những câu trả lời của em bình thường, hợp lý, nhưng cái giọng, đúng ra là cái giọng đều đều nghe hơi chán khiến cho tôi hơi khó hiểu.",Beyond reproach; unimpeachable
remonstrance,noun,sự can gián,"After that act, they were called Remonstrants .","Sau hành động ấy, họ bị gọi là Những Người Phản Đối .","A remonstration; disapproval; a formal, usually written, protest or objection."
auspicious,adjective,thuận lợi,"But still, not a particularly auspicious start for either of your kids at Lakeside.",Nhưng đây vẫn không phải là khởi đầu thuận lợi cho cả hai con bà ở Lakeside này.,Of good omen; indicating future success.
engender,verb,sinh ra,"The sin is the pride, the arrogance, the confidence in self that gaining wealth can engender .","Nhưng tội ở chỗ tự cao, kiêu ngạo, cậy mình, là những tật mà bởi sự làm giàu sinh ra .","(obsolete, transitive) To beget (of a man); to bear or conceive (of a woman). [14th-19th c.]"
maxim,noun,cách ngôn,The way of the Lord is best defined by a different maxim : “Believing is seeing.”,Cách thức của Chúa được định nghĩa rõ nhất bởi một câu cách ngôn khác: “Tin rồi sẽ thấy”.,(now rare) A self-evident axiom or premise; a pithy expression of a general principle or rule.
affectation,noun,sự giả bô,Satan understands that how we think affects the way we act.,Sa-tan hiểu rõ rằng tư tưởng chi phối hành động của chúng ta.,An attempt to assume or exhibit what is not natural or real; false display; artificial show.
gentry,noun,ghuộm hạng người,I understand you’re of the local gentry .”,Tôi biết cô thuộc tầng lớp quý tộc nhỏ ở địa phương.”,Birth; condition; rank by birth.
limpid,adjective,trong suốt,Caroline turned limpid eyes to her husband.,Caroline đưa đôi mắt trong sáng về phía chồng cô.,"Clear, transparent or bright."
