word,part_of_speech,meaning,example,example_meaning,definition
aquiline,adjective,chim ưng,"He was a remarkably handsome man, dark, aquiline , and moustached -- evidently the man of whom I had heard.","Ông là một người đàn ông đáng kể đẹp trai, tối, chim ưng , và moustached - rõ ràng người đàn ông mà tôi đã nghe.","of, pertaining to, or characteristic of eagles."
enervate,adjective,yếu ớt,"‘She is stuck in her enervating slumbers, from the hesternal dissipation or debauch,’ Daffy said.","“Nó đang bị mắc kẹt trong mấy giấc ngủ mỏi mệt, vì vẫn còn vương vấn chuyện của ngày hôm qua đấy,” Daffy nói.",(transitive) To reduce strength or energy; debilitate.
apoplectic,adjective,ngập máu,On 23 January 1904 he suffered an apoplectic stroke and died the next day at Ballenstedt castle.,"Vào ngày 23 tháng 1 năm 1904, Quận công bị ngập máu và ngày hôm sau ông từ trần tại lâu đài Ballenstedt.","Of, or relating to apoplexy."
circumspect,adjective,thận trọng,One should approach it with extreme circumspection .,Mọi người khi đến gần nó đều phải thận trọng tối đa.,Carefully aware of all circumstances; considerate of all that is pertinent.
recreant,adjective,hèn nhát,"Demetrius sent him in 161 BCE to Judea with a large army, in order to invest the recreant Alcimus with the office of high priest (I Macc. vii.",Demetrius phái ông đến Judea vào năm 161 TCN với một đội quân lớn để khôi phục cho tên phản bội Alcimos với cùng với chức giáo sĩ tối cao(I Macc vii..,"disloyal, unfaithful, surrendering allegiance."
dearth,noun,sự khan hiếm,"First of all, there's a real dearth of data in the debate.","Trước hết, đó là một sự khan hiếm thực tế về dữ liệu trong các cuộc tranh luận.",(Can we clean up(+)this sense?) A period or condition when food is rare and hence expensive; famine.
beset,verb,bao vây,"Beset means to surround or press in on all sides, to trouble, or to harass.","Quấy nhiễu có nghĩa là bao vây hoặc thúc ép mọi phía, gây phiền hà, hay quấy rầy.",(transitive) To surround or hem in
wayward,adjective,ương ngạnh,From what may parents of wayward children draw comfort?,Cha mẹ của những người con ương ngạnh có thể tìm được sự an ủi từ đâu?,"given to wilful, perverse deviation from the expected norm; tending to stray"
corpulence,noun,sự to béo,"Corpulence makes a man reasonable, pleasant and phlegmatic.","Sự béo lên làm con người ta biết phải trái, vui vẻ và uể oải.",The state or characteristic of being corpulent.
benignant,adjective,lành,"Kidney and liver cysts are both benign , and the lymph nodes all came back clean.","U nang ở thận và gan đều là u lành , và các u bạch cầu đều sạch.",(now rare) Kind; gracious; favorable.
gird,verb,thắt,"When it cannot take a long breath, laws are girded too tight.","Khi mà nó không thể hít thở sâu, luật đang bị thắt quá chặt.",(transitive) To bind with a flexible rope or cord.
jaunty,adjective,vui nhộn,"Recent releases of Ubuntu, such as Ubuntu 9.04 ( Jaunty Jackalope) included five applications for package management which consumed space and other resources, as well as provide confusion to users.","Các bản phát hành khi đó của Ubuntu, ví dụ như Ubuntu 9.04 ( Jaunty Jackalope)]] bao gồm năm ứng dụng cho quản lý gói và tiêu tốn không gian và các nguồn lực khác cũng như gây ra sự nhầm lẫn cho người dùng.","Airy; showy; finical; hence, characterized by an affected or fantastical manner."
meekness,noun,tính hiền lành,The Meek Shall Inherit the Earth,Người nhu mì sẽ hưởng được đất,the quality of being meek
edification,noun,sự khai trí,Edification .,Khai trí ?,"The act of edifying, or the state of being edified; a building up, especially in a moral, emotional, or spiritual sense; moral, intellectual, or spiritual improvement; through encouragement and instruction."
placid,adjective,điềm tĩnh,Lake Placid hosted the Winter Olympics in 1932 and 1980.,Lake Placid từng tổ chức Thế vận hội Mùa đông 1932 và 1980.,calm and quiet; peaceful; tranquil
