word,part_of_speech,meaning,example,example_meaning,definition
liege,adjective,quan,"They have a coffin with them, my liege .","Họ đem theo một chiếc quan tài, thưa chủ nhân.","A free and independent person; specifically, a lord paramount; a sovereign."
tourney,verb,đấu thương trên ngựa,It's the county paint ball tourney .,Giải chia đội bắn nhau của hạt đấy .,tournament
dais,noun,bệ,"""""""Yes, sire, to- day is the 20th of September; the échevins of the city give a fête on the 3rd of October.""","- Vâng, tâu Bệ hạ, hôm nay là 20 tháng chín, các thẩm phán của thành phố tổ chức một ngày hội ngày 3 tháng mười.",A raised platform in a room for dignified occupancy.
layman,noun,thường dân,"According to Lambert, their form of worship “was, in effect, the religion of the ordinary layman .”","Theo Lambert, cách thờ phượng của họ “trên thực tế là tín ngưỡng của thường dân ”.","layperson, someone who is not an ordained cleric or member of the clergy"
anon,adjective,không bao lâu nữa,""" Anon attacking me for reverting. """,""" Anon tấn công tôi để trở lại """,(obsolete) Straightway; at once.
trifle,verb,bánh xốp kem,I wasn't supposed to put beef in the trifle .,Mình không được cho thịt bò vào bánh xốp kem !,"An English dessert made from a mixture of thick custard, fruit, sponge cake, jelly and whipped cream."
courtly,adjective,nhã nhặn,This is about as courtly as they get.,Nói thế là lịch sự rồi đấy.,"Suitable for a royal court; refined, dignified."
severally,adverb,riêng biệt,almost like several independent events were superimposed on top of each other.,tương tự nhiều sự kiện riêng biệt bị xếp chồng lẫn nhau.,separately
raiment,noun,quần áo,""" Oh, well, put out rich raiment of sorts, and I'll be dressing. """,""" Oh, tốt, đưa ra y phục phong phú của các loại, và tôi sẽ được mặc quần áo . ""","(archaic or literary) Clothing, garments, dress, material."
burgeon,verb,đâm chồi,DJ: There's a burgeoning bone trade.,DJ: Giao dịch buôn bán xương hiện nay đang phát triển.,"(obsolete) bud, sprout, shoot"
wend,verb,đi,"When the pioneers sang, they voiced a third lesson: “But with joy wend your way.”","Khi những người tiền phong cất tiếng hát, họ đã bày tỏ một bài học thứ ba: “Với niềm vui, ta cùng đi .”",(transitive or intransitive) To go or proceed along some course or way.
bode,verb,báo trước,What development bodes ill for the city?,Diễn tiến nào báo trước điều chẳng lành cho thành?,A stop; a halting; delay.
assay,verb,thử,"a fantastic assay to discover drugs,",một thử nghiệm tuyệt vời để khám phá thuốc,"trial, attempt, essay."
doublet,noun,bộ đôi,""" What do you think of my doublet ? "" I asked.",""" Cậu nghĩ gì về chiếc áo chẽn của tôi? "" - tôi hỏi.","a man’s close-fitting jacket, with or without sleeves. Men in Europe wore doublets from the 1400s to the 1600s."
betide,Verb,xảy đến,But woe betide Israel if they failed to ‘carry out all the words of the law and to fear the glorious and awe-inspiring name of Jehovah God’! —Joshua 8:32-35.,Nhưng khốn thay cho dân Y-sơ- ra -ên nếu họ không “cẩn-thận làm theo các lời của luật-pháp nầy... không kính-sợ danh vinh-hiển và đáng sợ nầy là Giê-hô-va Đức Chúa Trời ngươi” (Giô-suê 8:32-35).,(transitive) To happen to.
popinjay,noun,chim gõ kiến,Who's the popinjay ?,Thằng cà chớn nào vậy ?,"A strutting supercilious person; a coxcomb, dandy, fop."
preen,verb,rỉa,"Yeah, but he's also a showman who loves preening for the press.","Nhưng anh ta cũng là một ông bầu, thích rỉa lông cho báo chí.","(of birds) To groom; to trim or dress with the beak, as the feathers."
circlet,noun,xuyến,Or “ circlets .”,Hay “ vòng ”.,A crown without arches or a covering.
betoken,verb,báo hiệu,What does this betoken for false religion?,Hiện trạng này báo trước điều gì về tôn giáo giả?,Signify by some visible object; show by signs or tokens.
unsullied,adjective,không hoen,"(Matthew 24:14; Mark 13:10) Our sincere, heartfelt desire as Jehovah’s Witnesses is to maintain our integrity unsullied throughout all eternity, to the everlasting glory and vindication of the Universal Sovereign, Jehovah God, and under the royal rulership of his only-begotten Son, Jesus Christ.","Sự ước muốn chân thật, từ trong lòng của chúng ta với tư cách Nhân-chứng Giê-hô-va là gìn giữ lòng trung kiên không hoen ố của chúng ta cho đến đời đời, để vĩnh viễn làm vinh hiển và bênh vực cho Đấng Chủ tể của vũ trụ là Giê-hô-va Đức Chúa Trời và sống dưới sự cai trị của Con một của Ngài là Giê-su Christ.",Not sullied.
behoove,verb,có ích lợi cho,It behooves the court to weigh evidence impartially; t would behoove you to be nicer to those who could help you,,(US) To suit; to befit.
vaunt,noun,khoác lác,Do not now raise vaunted concerns now.,Đừng có lên giọng khoác lác nói quân tâm bây giờ.,(intransitive) To speak boastfully.
dale,noun,thung lũng,"The word ""Dalarna"" means ""the dales "" (valleys).","Từ ""Dalarna"" có nghĩa là "" thung lũng "".",(UK) a valley in an otherwise hilly area.
bray,verb,giã,The donkey is braying .,Con lừa đang kêu be be.,"Of a donkey, to make its cry."
harry,verb,làm phiền,"We don't bother them nor Sir Harry Percival, and they don't bother us.","Chúng tôi không làm phiền họ cũng như ngài Percival, và họ không làm phiền chúng tôi.",(transitive) To bother; to trouble.
eaves,noun,mái hiên,"Inhabitants of Jerusalem were familiar with swallows, which customarily build their nests under the eaves of buildings.","Người dân Giê-ru-sa-lem quen thuộc với chim én, là loài thường làm tổ dưới mái hiên nhà.",The underside of a roof that extends beyond the external walls of a building
parley,verb,cuộc thương lượng,"Marshal Cogburn, I welcome the chance for a private parley .","Ông Cogburn, tôi muốn có 1 cuộc thương lượng riêng.","A conference, especially one between enemies."
decry,verb,chê bai,"He decried it as a criminal act, but was overruled.","Ông ấy cho đó là 1 tội ác, nhưng bị bác bỏ",(transitive) To denounce as harmful.
demur,verb,chần chừ,"Röhm demurred , telling them, ""If I am to be killed, let Adolf do it himself.""","Ông nói : “Nếu muốn giết tôi, hãy để cho Adolf tự làm việc này.”",Stop; pause; hesitation as to proceeding; suspense of decision or action; scruple.
disport,Verb,chơi đùa,"As the paleontologist George Gaylord Simpson put it, paleontologists believed that ""a geneticist was a person who shut himself in a room, pulled down the shades, watched small flies disporting themselves in milk bottles, and thought that he was studying nature.""","Theo như nhà cổ sinh vật học George Gaylord Simpson đã nói thì các nhà cổ sinh vật học đều cho rằng ""một nhà di truyền học là một người tự đóng cửa nhốt mình trong một căn phòng, kéo rèm cửa xuống rồi ngồi nhìn những con ruồi nhỏ nhảy múa với nhau trong những chai sữa, và cứ nghĩ rằng mình đang nghiên cứu về tự nhiên.""",to amuse oneself divertingly or playfully; to cavort or gambol
