word,part_of_speech,meaning,example,example_meaning,definition
resentful,adjective,bực bội,He resents you for being able to walk.,Anh ta bực bội vì em đi lại được bình thường.,Inclined to resent; full of or tending to harbor negative emotion; easily provoked to anger; irritable.
delude,verb,lừa,Deluded .,Anh bị lừa rồi,(transitive) To deceive someone into believing something which is false.
recall,verb,nhớ,"While our ability to recall many things that we have experienced may be limited, our minds are certainly not totally blank respecting them.","26 Trong khi khả năng nhớ lại nhiều sự việc từng trải có lẽ bị hạn chế, trí tuệ của chúng ta chắc chắn không phải hoàn toàn không nhớ gì cả.","(transitive) To withdraw, retract (one's words etc.); to revoke (an order). [from 16th c.]"
convince,verb,thuyết phục,I have no convincing explanation for this.,Tôi không có lời giải thích thuyết phục nào cho vấn đề này.,"To make someone believe, or feel sure about something, especially by using logic, argument or evidence."
insubstantial,adjective,không có thực,"West opined that the song was too insubstantial and gave it a ""B–"".","West nhận xét rằng bài hát quá không có tính thực tế và chấm điểm ""B-"".",Lacking substance; not real or strong.
peril,verb,hiểm hoạ,"I think we ignore the old ways at our peril , don't you?","Thiết nghĩ hai ta đã phớt lờ những cách thức cũ trong cơn hiểm hoạ của chúng ta, còn anh?",A situation of serious and immediate danger.
reconcile,verb,giảng hoà,very difficult to reconcile .,rất khó để giảng hoà .,To recreate friendly relationships.
loathe,verb,ghê tởm,"I loathe this place, Mr Russell.","tôi ghê tởm nơi này, ông Russell.","To hate, detest, revile."
accountability,noun,trách nhiệm,"Indeed, man is accountable to Christ and ultimately to God.","Thật vậy, người nam chịu trách nhiệm trước Đấng Christ và cuối cùng là trước Đức Chúa Trời.",The state of being accountable; liability to be called on to render an account; accountableness; responsible for; answerable for.
claim,verb,đòi,"This involves more intense computation than other methods, but is claimed that ""in comparison to Elo, Glicko, TrueSkill, and decayed-history algorithms, WHR produces better predictions."".","Điều này đòi hỏi sự ước tính có cường độ lớn hơn các phương pháp khác, nhưng được cho là ""trong việc so với Elo, Glicko, TrueSkill, và các thuật toán phân rã, WHR tạo ra các dự đoán tốt hơn.""","A demand of ownership made for something (eg. claim ownership, claim victory)."
rubbish,noun,rác rưởi,"I, too, know what it is to be tossed aside like rubbish .",Tôi cũng biết thế nào là bị ném sang một bên như rác rưởi .,"(UK, colloquial) Exceedingly bad; awful; terrible; crappy."
unhinged,adjective,,Ego's unhinged .,Ego là gã khốn .,Simple past tense and past participle of unhinge.
hoodwink,Verb,lừa bịp,Hood vs. Evil at AllMovie Hoodwinked Too!,Hood vs. Evil tại AllRovi Hoodwinked Too!,(archaic) To cover the eyes with a hood; to blindfold.
rebellion,noun,khởi nghĩa,""" of course Ned Stark crushed our rebellion and killed my brothers.",""" Tất nhiên Ned Stark dập tan quân khởi nghĩa , và giết anh em ta.",Armed resistance to an established government or ruler.
imminent,adjective,sắp xảy ra,Cyberwarfare arms race with China imminent,Cuộc chạy đua chiến tranh công nghệ với Trung Quốc sắp xảy ra,"about to happen, occur, or take place very soon, especially of something which won't last long."
disband,verb,giải thể,The best way to fix the league is to disband it.,Cách tốt nhất để cứu liên minh là giải thể nó.,To break up or cause to cease to exist.
inquisitor,noun,người dò hỏi,I am the Inquisitor .,Tôi chính là Quan Thẩm Vấn .,"A person who inquires, especially searchingly or ruthlessly."
relinquish,verb,từ bỏ,The Allies had gained a strategic initiative which they never relinquished .,Phe Đồng Minh đã có được thế chủ động chiến lược mà họ không bao giờ từ bỏ .,"To give up, abandon or retire from something."
authority,noun,chuyên gia,Many teachers and authorities in specialized fields of knowledge deserve great respect.,Nhiều bậc thầy và các chuyên gia đáng được kính trọng rất nhiều.,(uncountable) The power to enforce rules or give orders.
aftermath,noun,hậu quả,"There, too, we saw the dreadful aftermath of the war.","Tại Manila, chúng tôi cũng thấy hậu quả khủng khiếp của chiến tranh.","(obsolete), or farmers' jargon: A second mowing; the grass which grows after the first crop of hay in the same season."
thwart,adjective,cản trở,Leonardo Da Vinci seems to have thwarted the invasion.,Leonardo Da Vinci dường như đã cản trở cuộc xâm lược.,(transitive) to prevent; to halt; to cause to fail; to foil; to frustrate
reckless,adjective,liều lĩnh,"And to what do you ascribe my reckless behavior, then?",Vậy thì em gọi hành động liều lĩnh ấy của anh là gì?,Careless or heedless; headstrong or rash.
resist,verb,chống lại,Also write how you can resist this tactic.,Cũng hãy viết về việc các em có thể chống lại chiến thuật này như thế nào.,(transitive) To attempt to counter the actions or effects of.
