word,part_of_speech,meaning,example,example_meaning,definition
deter,verb,làm nhụt chí,Richard the Lionheart's victory at Taillebourg deterred many barons from thinking of rebelling and forced them to declare their loyalty to him.,Chiến thắng của Richard tại Taillebourg làm nhụt chí nhiều nam tước đang nghĩ đến việc nổi loạn và bắt họ phải thề trung thành với ông.,To prevent something from happening.
dense,adjective,đặc,"And the mass of the sun this is extraordinarily dense the surface gravity on serious b you just compute plug the mass you know divided by the radius squared scaled to earth and you find that the surface gravity on serious b is only 450, 000 times the surface gravity on earth you do not really want to go there. astronomers in the early twentieth century scoffed they figured there's got to be a mistake.","Và điều này là khối lượng của mặt trời bất thường dày đặc tính toán hấp dẫn bề mặt trên b nghiêm trọng, bạn chỉ cần cắm các khối lượng bạn biết chia bán kính bình phương thu nhỏ để trái đất và bạn thấy rằng hấp dẫn bề mặt trên nghiêm trọng b chỉ là 450. 000 lần hấp dẫn bề mặt trên trái đất bạn thực sự không muốn để đi đến đó. nhà thiên văn học trong thế kỷ XX đầu scoffed họ figured có đã nhận là một sai lầm.",Having relatively high density.
salve,verb,thuốc mỡ,It's salve .,Thuốc mỡ để bôi.,(transitive) To calm or assuage.
hack,noun,đốn,"We've heard talk here at TED about people biohacking and hacking their plants with Arduino, and Mozilla is doing work around the world in getting young people to build websites and make videos.","Chúng tôi từng nghe các bài nói tại TED những người bàn về sinh vật tổng hợp và đốn cây bằng board mạch vi xử lý, và Mozilla đang áp dụng trên khắp thế giới đang thu hút những người trẻ lập ra trang web và làm video.","(slang, military) Time check."
ebb,adjective,rút,16 Now my life* ebbs from me;+,16 Giờ đây sự sống rút khỏi tôi;+,The receding movement of the tide.
solemn,adjective,trang nghiêm,"The single most holy, most solemn , most sacred moment of the entire service.","Nghi thức thần thánh, thiêng liêng, và trang nghiêm nhất toàn buổi lễ.",Deeply serious and somber.
foible,noun,nhược điểm,In some places it is popular for friends to make fun of one another’s foibles .,"Tại vài nơi, bạn bè thường trêu chọc nhau về một nhược điểm nào đó của người này hay người kia.",(obsolete) weak.
scuttle,verb,chạy gấp,Scuttle it.,Đục thuyền .,A container like an open bucket (usually to hold and carry coal).
canister,noun,hộp nhỏ,Put it in a canister and shove it up the tube with the same number.,Đặt nó trong một cái hộp nhỏ rồi nhét nó vào cái ống có cùng số.,"A cylindrical or rectangular container usually of lightweight metal, plastic, or laminated pasteboard used for holding a dry product (as tea, crackers, flour, matches)."
stub,noun,mẩu,"One time when I ran out of cigarettes, I was so frustrated that I collected all the stubs from an ashtray, scraped the tobacco together, and rolled a cigarette with a scrap of newspaper.","Anh nói: “Một lần nọ, khi hết thuốc lá, tôi thèm đến độ đi gom hết thảy những mẩu thuốc lá trong gạt tàn, rồi mở chúng ra để lấy sợi thuốc lá và dùng giấy báo quấn lại thành một điếu thuốc.",The remaining part of the docked tail of a dog
grub,noun,thức ăn,"Well, if you wanna cross that border with no grub , go ahead.","Nếu ông muốn vượt biên giới mà không có thức ăn , thì cứ đi.",(countable) An immature stage in the life cycle of an insect; a larva.
incense,verb,trầm,"When a heart goes up in flames, it smells like incense .","Khi một con tim bừng cháy, nó có mùi hương trầm .",A perfume often used in the rites of various religions.
jolt,verb,cái lắc bật ra,"Well, jolt it loose.",Lắc cho nó ra.,(transitive) To push or shake abruptly and roughly.
sprawl,verb,nằm dài ra,It seemed to sprawl like an exotic animal .,Nó nằm dài ra như một động vật ngoại lai .,To sit with the limbs spread out.
anoint,verb,xức dầu,A word derived from the Hebrew word for “ anointed ” or “ anointed one.”,"Trong tiếng Hê-bơ-rơ, từ này có nghĩa là “được xức dầu ” hay “người được xức dầu ”.","(transitive) To smear or rub over with oil or an unctuous substance; also, to spread over, as oil."
blare,verb,tiếng kèn,"Radios blare , horns honk, and people shout.","Tiếng máy phát thanh, tiếng kèn xe và tiếng người ta la om sòm.",To make a loud sound.
residue,noun,bã,and leave behind what's called shredder residue — it's their waste —,để lại những thứ cặn bã dư thừa — đó chính là sự lãng phí —,Whatever remains after something else has been removed.
careen,verb,chạy loạn xạ,We careen boats.,Chúng tôi sửa chữa tàu.,"(nautical) To heave a ship down on one side so as to expose the other, in order to clean it of barnacles and weed, or to repair it below the water line."
reconnoiter,verb,,The English reconnoitered with remaining defenders at Meung-sur-Loire.,Quân Anh bao gồm cả quân phòng thủ còn lại tại Meung-sur-Loire.,"(transitive, intransitive, military) To perform a reconnaissance (of an area; an enemy position); to scout with the aim of gaining information."
caustic,adjective,chua cay,These caustic emotions are like rust that slowly corrodes the body of a car.,Những cảm xúc chua cay này không khác gì rỉ sét dần dần ăn mòn thân một chiếc xe hơi.,"Capable of burning, corroding or destroying organic tissue"
discern,verb,phân biệt,Personal revelation can be honed to become spiritual discernment .,Sự mặc khải cá nhân có thể được phát triển để trở thành sự phân biệt thuộc linh.,"(transitive) To detect with the senses, especially with the eyes."
shaman,noun,pháp sư,The great spirits told our shaman that this amulet bonds us as one.,Thần linh đã mách bảo bà pháp sư rằng tấm bùa này giao kết chúng ta thành một.,A traditional (prescientific) faith healer.
adherence,noun,dính,cement — that's the silk that's used to adhere,", đó là loại tơ dùng để kết dính",A close physical union of two objects.
gazebo,noun,ban công,We worked on the gazebo or built or repaired fences.,Chúng tôi xây một cái ban công nhỏ hoặc dựng hay sửa hàng rào.,"belvedere, either a type of summer-house or a roofed, detached porch-like structure, usually in a yard, park or lawn"
comply,verb,tuân theo,Shall I tell the general you're unwilling to comply ?,Vậy ta sẽ nói với tư lệnh là ngươi từ chối tuân theo à?,"To yield assent; to accord; agree, or acquiesce; to adapt one's self; to consent or conform;"
restitution,noun,sự bồi thường,The next step is restitution —to repair damage done—if possible.,"Bước kế tiếp là sự bồi thường —để sửa chữa, phục hồi thiệt hại đã làm—nếu có thể.",(law) a process of compensation for losses.
dispassionate,adjective,bình thản,And we need to think very dispassionately,Và chúng ta cần nghĩ một cách bình thản,"not showing, and not affected by emotion, bias, or prejudice"
retribution,noun,sự trừng phạt,We'll call that one retribution .,Chúng ta sẽ gọi đó là sự trừng phạt .,Punishment inflicted in the spirit of moral outrage or personal vengeance.
dowel,verb,chốt,The boring ring has three adjustable dowels that are meant to be inserted into the jaw screw holes,"Vòng nhàm chán có chốt chẻ, ba điều chỉnh Bulông mà có nghĩa là để được đưa vào hàm vít lỗ","A pin, or block, of wood or metal, fitting into holes in the abutting portions of two pieces, and being partly in one piece and partly in the other, to keep them in their proper relative position."
interim,adjective,lâm thời,Exactly how long is that interim ?,Chính xác thì cái lâm thời đó kéo dài bao lâu?,A transitional or temporary period between other events.
soliloquy,verb,câu nói một mình,Did you tell that fellow to walk out of my soliloquy ?,Có phải em đã bảo gã đó bước ra khỏi màn độc thoại của anh không?,(drama) The act of a character speaking to himself so as to reveal his thoughts to the audience.
declaim,verb,bình,declaim,diễn thuyết hùng hồn,To object to something vociferously; to rail against in speech.
proliferate,verb,tăng nhanh,9 Spiritual dangers have proliferated in this time of the end.,9 Những nguy hiểm về thiêng liêng đang gia tăng nhanh chóng trong thời kỳ cuối cùng này.,To increase in number or spread rapidly.
bracing,adjective,làm khoẻ mạnh,Brace yourself.,Brace tự mình làm đi.,Present participle of brace.
frond,noun,nhành lá,""" With fronds like these, who needs anemones? """,""" Với thân hình như thế, ai lại sợ hoa huệ biển chứ? ""","(botany) The leaf of a fern, especially a compound leaf."
deluge,verb,đại hồng thủy,Their attitude is'apres nous le deluge,"Khẩu hiệu của họ là: "" Sau chúng ta là đại hồng thủy . """,A great flood or rain.
rook,verb,Xe,Knight to rook four.,Mã ăn Xe 4.,"(baseball, slang) A rookie."
churning,noun,,(Propeller churns ),(Tiếng chân vịt quay),Present participle of churn.
bloodthirsty,adjective,khát máu,Captain Terrill is a bloodthirsty son of a bitch!,Đại úy Terrill là một tên khốn kiếp khát máu !,Eager to resort to violence.
squelch,verb,chấm dứt,"Not only did it squelch any remnants of consumer confidence , but it also helped Franklin Roosevelt win the upcoming presidential election , enabling him to implement his New Deal initiatives , which some credit with eventually ending the Depression .","Nó không chỉ làm mất hết chút niềm tin còn rơi rớt lại của người tiêu dùng , mà còn giúp Franklin Roosevelt giành chiến thắng trong cuộc bầu cử tổng thống sắp diễn ra , cho phép ông ta quyền thực hiện sáng kiến chính sách Kinh Tế Mới của mình , chính sách mà nhiều người tin rằng cuối cùng sẽ chấm dứt thời kỳ Suy Thoái .","(transitive, US) to halt, stop, eliminate, stamp out, or put down, often suddenly or by force"
tread,noun,giẫm lên,He will come down and tread on earth’s high places.,Ngài sẽ xuống và giẫm lên các nơi cao của trái đất.,(intransitive) To step on or over.
absurdity,noun,điều ngớ ngẩn,"Eysenck (2000) writes that Goleman's description of EI contains unsubstantiated assumptions about intelligence in general, and that it even runs contrary to what researchers have come to expect when studying types of intelligence: "" exemplifies more clearly than most the fundamental absurdity of the tendency to class almost any type of behavior as an 'intelligence'...","Eysenck viết rằng mô tả của Goleman về TTXC hàm chứa các giả định về trí thông minh nói chung và rằng nó thậm chí vẫn đối nghịch với cái mà các nhà nghiên cứu phải kỳ vọng khi nghiên cứu các dạng thông minh: ""Goleman ví dụ hóa rõ ràng hơn tất cả các điều ngớ ngẩn căn bản khác về xu hướng phân loại hầu hết bất kỳ hành vi nào đều như một kiểu 'thông minh'...","(uncountable) The quality of being absurd or inconsistent with obvious truth, reason, or sound judgment."
quirky,adjective,quirky,It's a little quirky and silly.,Nó hơi kỳ quặc và buồn cười.,Given to quirks or idiosyncrasies.
enthralled,adjective,mê hoặc,It made me enthralling .,Nó khiến em bị mê hoặc.,Simple past tense and past participle of enthrall.
billow,verb,cuồn cuộn,"Off the coast of Edo, strange-looking vessels billowing black smoke suddenly appeared.","Gần bờ biển Edo, có những chiếc tàu lạ với khói đen cuồn cuộn thình lình xuất hiện.","A large wave, swell, surge, or undulating mass of water, smoke or sound"
conviction,noun,sự kết án,Want to i am really is convict what to do?,Muốn tôi đang thực sự kết án làm gì?,(countable) A firmly held belief.
fjord,noun,Fio vịnh hẹp,Producer Miles Barton and cameraman Ted Giffords are checking out fjords known to be frequented by bears.,Nhà sản xuất Miles Barton và quay phim Ted Giffords đang kiểm tra các Fio ( vịnh hẹp ) hay có gấu xuất hiện.,"A long, narrow, deep inlet between cliffs."
respectable,adjective,đáng kính,"In Africa, a family pours out gin at the graveside of a respected relative.","Tại châu Phi, một gia đình rưới rượu bên mộ của người thân đáng kính .",Deserving respect.
