word,part_of_speech,meaning,example,example_meaning,definition
orthopedics,noun,khoa chỉnh hình,"In the latter case it is better defined as ""dentofacial orthopedics "".","Trong trường hợp thứ hai nó được định nghĩa rõ hơn là ""nha khoa chỉnh hình răng hàm mặt"".",(medicine) The branch of medicine that deals with the prevention or correction of disorders of the bones and associated muscles and joints
pediatrics,noun,nhi khoa,"She also holds the degree of Master of Medicine in Pediatrics (MMed), obtained in 2000, also from MUMS.","Bà cũng có bằng Thạc sĩ Y khoa Nhi khoa (MMed), thu được năm 2000, cũng từ MUMS.",(medicine) The branch of medicine that deals with the treatment of children.
psychiatry,noun,bệnh học tâm thần,"Instead, I'm a chaired Professor of Law, Psychology and Psychiatry at the USC Gould School of Law, I have many close friends and I have a beloved husband, Will, who's here with us today.","Thay vào đó, tôi đã là một giáo sư Luật học, Tâm lý học và Bệnh học tâm thần tại Viện Luật học trường đại học Nam California, Tôi có rất nhiều những người bạn thân và một người chồng mà tôi rất mực yêu thương, Will, người mà đang ở đây với chúng ta ngày hôm nay.","(medicine) The branch of medicine that subjectively diagnoses, treats, and studies mental illness and behavioural conditions."
psychology,noun,tâm lý học,I'm majoring in psychology . We have excellent teachers.,"Môn tâm lý học , chúng tôi có những người thầy tuyệt vời.",(uncountable) The study of the human mind.
abscess,verb,áp xe,Don't forget those fun-loving abscesses .,Đừng quên những cái áp - xe vui nhộn nữa.,(intransitive) To form such a collection of pus.
apnea,noun,Ngừng thở,Looks like I was wrong to dismiss apnea .,Có vẻ như tôi đã sai khi loại bỏ ngừng thở .,(pathology) The cessation of breathing.
sweeping,adjective,bao quát,"Despite claims of sweeping edicts and policies, contradictory accounts exist.","Bất chấp những tuyên bố về các sắc lệnh bao quát và các chính sách, hiện nay có nhiều báo cáo mâu thuẫn.",Present participle of sweep.
clavicle,noun,xương đòn,And tell him her clavicle is broken.,Nói với anh ta xương đòn cô ấy bị gãy rồi.,The prominent bone between the shoulder and the neck.
rapier,adjective,thanh trường kiếm,"While the rapier blade might be broad enough to cut to some degree (but nowhere near that of the wider swords in use around the Middle Ages such as the longsword), it is designed to perform quick and nimble thrusting attacks.","Trong khi thanh kiếm có thể đủ rộng để cắt ở một mức độ nào đó (nhưng không thể bằng những thanh trường kiếm được sử dụng trong thời Trung cổ như thanh kiếm dài), nó được thiết kế để thực hiện các đòn tấn công nhanh và chớp nhoáng.","A slender, straight, sharply pointed sword (double-edged, single-edged or edgeless)."
seraphic,adjective,thiên thần tối cao,These feelings drew me towards the Seraph .,Những cảm nghĩ đó đưa tôi lại gần vị Séraphin .,of or relating to a seraph or the seraphim
