word,part_of_speech,meaning,example,example_meaning,definition
figure,verb,tưởng tượng,Let's dry up this hole to see if we can't figure out what she was.,Hút hết nước để thấy rõ mọi thứ nếu chúng ta không thể tưởng tượng được.,A drawing or representation conveying information.
dull,adjective,cùn,"The adversary labors to dull our sensitivity to the promptings of the Spirit, whether we are teenagers, young adults, or mature men and women.","Kẻ nghịch thù gắng công làm cùn đi sự nhạy cảm của chúng ta đối với những sự thúc giục của Thánh Linh, bất luận chúng ta là một thiếu niên, người thành niên trẻ, hoặc một người đàn ông hay người phụ nữ đã trưởng thành.",Lacking the ability to cut easily; not sharp.
split,verb,chẻ,Hoof's split .,Bị chẻ móng.,"(baseball, slang) A split-finger fastball."
complete,adjective,trọn vẹn,"The first step must be sincere, thorough, and complete repentance.","Bước đầu tiên là cần phải là sự hối cải chân thành, thấu đáo và trọn vẹn .",With everything included.
patch,verb,vá,Microsoft was n't the only company to issue security patches today .,Ngày nay Microsoft không còn là công ty duy nhất đưa ra bản vá bảo mật .,"A piece of cloth, or other suitable material, sewed or otherwise fixed upon a garment to repair or strengthen it, especially upon an old garment to cover a hole."
scan,verb,quét,"It uses an array of LIDARs ( scanning laser beams) to gather this information about size and distance, using an optical concept called coherence (wherein waves of the same frequency align perfectly.)","Nó sử dụng một loạt các LIDAR ( quét các chùm laser) để thu thập thông tin này về kích thước và khoảng cách, sử dụng một khái niệm quang học được gọi là sự kết hợp (trong đó các sóng của cùng một tần số được căn chỉnh hoàn hảo.)",The result or output of a scan.
straight,adjective,thẳng,"Okay, keep it straight .","Tốt, giữ cho nó đi thẳng .","A part of a racecourse, running track or other road etc that is not curved."
dim,adjective,mờ,"Low prices for key mining and agricultural commodities, combined with troubles in the bauxite and sugar industries, had threatened the government's tenuous fiscal position and dimmed prospects for the future.",Giá các sản phẩm khai thác mỏ và nông nghiệp thấp cộng với các vấn đề trong ngành công nghiệp bôxít và đường đã đe dọa khoản thuế nhỏ nhoi của chính phủ cũng như khiến các viễn cảnh phát triển tương lai trở nên mờ mịt hơn.,not smart or intelligent
serious,adjective,nghiêm trọng,Could be serious .,Có thể nghiêm trọng đấy.,Without humor or expression of happiness; grave in manner or disposition; earnest; thoughtful; solemn.
suffer,verb,chịu đựng,"Sasha and Charles, and how they suffered at the hands of their abusive father.","Sasha và Charles, và chúng phải chịu đựng người bố bạo hành của chúng đến mức nào.",(intransitive) To undergo hardship.
involve,verb,cần phải,"You don't need to be involved , okay?","Chị không cần phải can hệ, được chứ?",To roll or fold up; to wind round; to entwine.
weigh,verb,cân nặng,"Not long ago, sturgeons weighing 125 kilograms were not uncommon.",Các con hải ly trưởng thành cân nặng khoảng 25 kg không phải là hiếm.,(transitive) To determine the weight of an object.
generation,noun,thế hệ,Intel 's Next Generation Platform to Support GPGPU,Nền tảng thế hệ Chip kế tiếp của Intel sẽ hỗ trợ GPGPU,"The act of generating or begetting; procreation, as of animals."
suspend,verb,hoãn,Favreau plans to consult with Bettencourt on appealing the ruling and ask that its enforcement be suspended .,Favreau dự định sẽ bàn bạc với Bettencourt về việc kháng cáo phán quyết và yêu cầu tạm hoãn việc thi hành án .,To halt something temporarily
arise,verb,sống lại,What questions might arise regarding the resurrection?,"Về sự sống lại , những câu hỏi nào có thể được nêu lên?",To get up.
ripe,adjective,chín muồi,All I've ever done is live to a ripe old age.,Tất cả những gì tôi từng làm là sống đến tuổi già đã chín muồi .,"Ready for reaping or gathering; having attained perfection; mature; -- said of fruits, seeds, etc.; as, ripe grain."
clap,verb,vỗ,"Neither did the Liberians, although there was a huge amount of relief in their laughter as they clapped us on the back, and went back up to their room and left us alone in the street, holding hands.","Ngay cả những người Liberia cũng vậy, mặc dù họ cười trong sự nhẹ nhõm tột cùng khi vỗ tay sau lưng chúng tôi, rồi trở về phòng, để lại chúng tôi trên đường, đang nắm tay nhau.","To strike the palms of the hands together, creating a sharp sound."
examination,noun,kỳ thi,He is preparing for the civil service entrance examination .,Ông đang chuẩn bị cho kỳ thi tuyển công chức.,A formal test involving answering written or oral questions with no or limited access to text books or the like.
grind,verb,xay,"He's a consummate crowd-pleaser, but he's best when he gets weird: The warped grind of ""Echoes"" is a standout; ""Wasted"" might be one of 2014's best country songs.""","Anh ấy là một tột bực đám đông hài lòng, nhưng anh ấy tốt nhất khi cậu ấy lạ: Các xay vênh của ""tiếng vọng"" là một nổi bật; ""Lãng phí"" có thể là một trong năm 2014 của ca khúc country hay nhất.""",A specific degree of pulverization of coffee beans.
fallen,verb,ngã,"3 And it came to pass that they ran in their might, and came in unto the judgment-seat; and behold, the chief judge had fallen to the earth, and did alie in his blood.","3 Và chuyện rằng, họ chạy hết sức mau đến ghế xét xử; và này, vị trưởng phán quan đã ngã xuống đất, và anằm chết trên vũng máu của ông ta.",Past participle of fall
host,noun,chủ nhà,Host nation India displaying her ancient culture.,Nước chủ nhà Ấn Độ trình diễn nền văn hóa cổ xưa của mình.,"A person who allows a guest, particularly into the host’s home."
situation,noun,vị trí,This was situated where the current main stand is now.,Đây cũng là vị trí công tác chính của ông đến hiện tại.,The way in which something is positioned vis-à-vis its surroundings.
hokey,adjective,Hồ hả,Hokey religions and ancient weapons are no match for a blaster at your side.,"Hokey và vũ khí cổ không phải là đối thủ... Tốt hơn cho 1 mặt nào đó, nhóc.",(US) Of obviously flimsy credibility or quality
seething,adjective,hực,He seethed with hatred for his brother.,Lòng ông sôi sục nỗi căm thù em mình.,"Angry, livid."
euphemistic,adjective,uyển ngữ,"This term is not used in ordinary Japanese, but was selected as a compromise to placate both nations in a euphemistic process called kotobagari.","Cách gọi này không được dùng trong tiếng Nhật Bản thông thường, mà chỉ cách gọi thỏa hiệp cốt làm vừa lòng cả hai miền Triều Tiên theo kiểu uyển ngữ có tên là kotobagari.",of or pertaining to euphemism
mitosis,noun,nguyên phân,"During this phase, the cell copies its DNA in preparation for mitosis .","Trong pha này, tế bào sao chép ADN của nó để chuẩn bị cho nguyên phân .",(cytology) The division of a cell nucleus in which the genome is copied and separated into two identical halves. It is normally followed by cell division.
paranormal,adjective,Siêu linh,"Now, there are two kinds of paranormal entities.",Có hai loại thực thể siêu linh .,Supernatural.
accordion,verb,đàn xếp,"Traditional Irish music uses instruments such as those shown above, from left to right: the Celtic harp, the Irish bagpipes, the fiddle, the accordion , the tin whistle, and the bodhran (drum)","Âm nhạc truyền thống của Ai Len gồm những nhạc cụ như hình bên dưới, từ trái qua phải: đàn hạc, kèn túi, vĩ cầm, đàn xếp , sáo và trống","A small, portable, keyed wind instrument, whose tones are generated by play of the wind from a squeezed bellows upon free metallic reeds."
flowery,adjective,hoa mỹ,Such expressions do not need to be flowery or lengthy.,Những lời này không cần phải hoa mỹ hay dài dòng.,(not comparable) Pertaining to flowers.
revolt,noun,cuộc khởi nghĩa,In 1585 it was deserted during the revolt of Theodoros Migas.,"Năm 1585, nó đã bị bỏ hoang trong cuộc khởi nghĩa của Theodoros Migas.","to rebel, particularly against authority"
extracurricular,adjective,ngoại khóa,Do not burden your daughter with too many extracurricular activities.,Đừng cho con tham gia quá nhiều hoạt động ngoại khóa .,Similarly outside of the normal duties of a job or profession
theorize,verb,nói lý luận,A marker which he theorized gave these people certain abilities.,Một đoạn gen mà ông ấy lí luận là đã mang lại cho họ khả năng nào đó.,"to formulate theories, especially about some specific subject"
bisque,adjective,bisk,I brought you lobster bisque .,Tôi mang súp tôm hùm cho cô nè .,"A thick creamy soup made from fish, shellfish, meat or vegetables."
adultery,noun,tội ngoại tình,18 “‘Neither must you commit adultery .,18 Ngươi không được phạm tội ngoại tình .,Sexual intercourse by a married person with someone other than their spouse.
camouflage,verb,ngụy trang,"However, the missing money has proven more difficult to camouflage .",Tuy nhiên... số tiền bị mất đã chứng tỏ khó ngụy trang hơn.,A disguise or covering up.
