word,part_of_speech,meaning,example,example_meaning,definition
multitudinous,adjective,vô số,(Deuteronomy 18:10-12; Ezekiel 21:21) The book Social Life Among the Assyrians and Babylonians says that the Babylonians’ lives “were passed in perpetual fear of the multitudinous demons by which they believed themselves to be surrounded.”,(Phục-truyền Luật-lệ Ký 18:10-12; Ê-xê-chi-ên 21:21) Sách Social Life Among the Assyrians and Babylonians nói rằng người Ba-by-lôn “luôn sống trong sự phập phồng lo sợ vì họ tin là có vô số quỉ ở quanh họ”.,existing in great numbers; innumerable or myriad
impunity,noun,không bị trừng phạt,We cannot sin with impunity .,Chúng ta không thể phạm tội mà lại có thể tránh hậu quả tai hại .,"(countable, law) Exemption from punishment."
gyroscope,noun,con quay hồi chuyển,This bomb has a tiny gyroscope inside.,Quả bom này có một con quay hồi chuyển nhỏ ở bên trong đó,"an apparatus composed of a wheel which spins inside of a frame (gimbal) and causes the balancing of the frame in any direction or position. In the form of a gyroscopic stabilizer, used to help keep aircraft and ships steady."
defibrillator,noun,máy khử rung tim,Call a code and charge up a defibrillator .,Gọi mã tim ngừng đập và nạp máy khử rung tim đi.,"(medicine) An electronic device used internally or externally that delivers a controlled electric shock to a patient to correct ventricular fibrillation, a lack of coordination of the contraction of muscle tissue of the large chambers of the heart."
acquired,adjective,thu được,L'Oréal acquired the company in 2013.,L'Oréal mua lại công ty vào năm 2013.,Simple past tense and past participle of acquire.
specifically,adverb,chính xác,Specifically ones with a surgeon's precision.,Đặc biệt là người có độ chính xác của một bác sĩ phẫu thuật.,"in a specific manner, applying to or naming a particular thing or things, expressly, explicitly"
tactic,noun,chiến thuật,Also write how you can resist this tactic .,Cũng hãy viết về việc các em có thể chống lại chiến thuật này như thế nào.,"A manoeuvre, or action calculated to achieve some end."
sanitation,noun,các hệ thống vệ sinh,"For example, significant improvements in health could be achieved by providing all people with clean water and with sanitation .",Chẳng hạn như người ta có thể cải thiện sức khỏe một cách đáng kể nếu được cung cấp các hệ thống vệ sinh và nước sạch.,The hygienic disposal or recycling of waste.
abridged,adjective,rút gọn,The dialogue we cite is very slightly abridged .,Cuộc đối thoại chúng tôi trích dẫn là tóm tắt rất gọn .,Simple past tense and past participle of abridge.
collegiate,adjective,học sinh đại học,Birth and Growth of the Collegiants,Sự thành lập và phát triển của các Học Viện Viên,"(obsolete) A member of a college, a collegian; someone who has received a college education."
suite,noun,bộ,"Few years ago, I almost lost her, so I trashed all my suits .","Vài năm trước, tôi suýt mất cô ấy vì vậy tôi đã hủy tất cả bộ giáp.","A retinue or company of attendants, as of a distinguished personage; as, the suite of an ambassador."
innards,noun,tạng,We already hit a full stop'cause of an air filter compromised by innards .,Chúng ta đã dừng hẳn lại vì một bộ lọc khí dính đầy nội tạng .,Plural form of innard.
defamatory,adjective,làm mất danh dự,"Slander is a false, malicious, and defamatory statement about someone.","Vu khống là bịa đặt chuyện xấu với ác ý làm mất danh dự , uy tín của người nào đó.","damaging to someone's reputation, especially if untrue"
fussy,adjective,cầu kỳ,"No, I'm not fussy .","Không, tôi không cầu kỳ đâu.",Anxious or particular about petty details.
pessimism,noun,chủ nghĩa bi quan,But I imagined as of 1967 that the 1964-65 period had been an exceptional crisis of pessimism .,"Nhưng tôi tưởng tượng ra rằng như năm 1967, thời kỳ 1964-1965 là một sự khủng hoảng khác thường của chủ nghĩa bi quan .",A general belief that bad things will happen.
budding,adjective,bắt đầu nảy nở,It's dynamic: universes being created out of nothing... universes budding off other universes.,Nó rất năng động: vũ trụ được tạo ra trong hư không... vũ trụ bắt đầu nảy nở ra các vũ trụ khác.,That is beginning to develop.
damper,noun,cái tắt dao động,""" Is the damper open? ""","là "" Mắt gió đã mở chưa? """,That which damps or checks; as:
dilate,verb,mở rộng,"If his pupils dilated , if his pupils were fixed, if there's a twitch...","Nếu đồng tử mở rộng , nếu đồng tử mở to, nếu như có nháy mắt...",(transitive) To enlarge; to make bigger.
seer,noun,nhà tiên tri,What does a king require from a simple seer ?,Một vị vua muốn gì từ một nhà tiên tri ?,Agent noun of see; one who sees something; an eyewitness.
croquette,noun,croquette,I bought croquettes .,Anh có mua thịt cốc - lếch đây này .,"(food) Minced, cooked, food (usually meat or vegetables), which is fried in deep fat and sometimes sprinkled with bread crumbs."
apiary,noun,chỗ nuôi ong,"These include refuse, birdseed, agricultural products and honey from apiaries .","Chúng bao gồm rác, hạt cho chim ăn, các sản phẩm nông nghiệp và mật ong từ chỗ nuôi ong .",A place where bees and their hives are kept.
luscious,adjective,ngọt ngào,"I want luscious hair, and we are inventing new ways of doing that.","Tôi muốn có bộ tóc ngọt ngào , và chúng tôi đang nghĩ cách để làm điều đó.",sweet and pleasant; delicious
barley,noun,lúa mạch,"Those vessels strained the beer, preventing drinkers from swallowing husks of the barley from which it was brewed.",Những hũ này lọc bia để người uống không nuốt phải vỏ lúa mạch .,"A cereal of the speciesHordeum vulgare, or its grains, often used as food or to make beer and other malted drinks."
verifiable,adjective,có thể xác minh,Can also verify the inverse of,Cũng có thể xác minh nghịch đảo của,Able to be verified or confirmed.
faltering,noun,ngập ngừng,"“‘But I cannot go without asking Grandmother,’ faltered Rupert.",“Rupert ngập ngừng trả lời: ‘Nhưng tôi không thể đi mà không xin phép Bà Nội.’,Present participle of falter.
rhetorical question,noun,câu hỏi hùng biện,A rhetorical question .,Một câu hỏi tu từ thôi.,A question posed only for dramatic or persuasive effect.
agree,verb,đồng ý,Experts would agree .,Các chuyên gia đồng ý với điều đó.,"(intransitive) To harmonize in opinion, statement, or action; to be in unison or concord; to be or become united or consistent; to concur."
statement,noun,sự bày tỏ,Abraham truly demonstrated the meaning of the statement : “In showing honor to one another take the lead.”—Romans 12:10.,Áp-ra-ham đã thật sự bày tỏ được ý nghĩa của lời nói: “Hãy lấy lẽ kính-nhường nhau” (Rô-ma 12:10).,"(transitive) To provide an official document of a proposition, especially in the UK a Statement of Special Educational Needs."
feature,verb,nét,"The current monastery is home to about 50 monks, and features a giant statue of Sakyamuni Buddha and two Green and White Tara statues modeled after those in the History and Ethnographical Museum of Bayankhongor.","Tu viện hiện nay là nơi tu luyện của 50 sư thầy, và nét đặc trưng là một bức tượng Tất-đạt-đa Cồ-đàm khổng lồ và hai bức tượng Đa-la màu Lục và Trắng theo mẫu của hai bức tượng tại Bảo tàng Lịch sử và Dân tộc học của Bayankhongor.","(obsolete) One's structure or make-up; form, shape, bodily proportions."
minor,adjective,thứ yếu,We are minors until the day we die.,Chúng tôi chỉ là thứ yếu cho đến ngày chết đi.,Of little significance or importance.
