word,part_of_speech,meaning,example,example_meaning,definition
communicate,verb,liên lạc,He is a Being who communicates with us.”,Ngài là một Đấng liên lạc với chúng ta”.,"(transitive, now formal) To impart or transmit (to another); to give a share of."
comprehension,noun,sự hiểu,"At first, then, comprehension of spiritual light would be limited.","Vậy thì mới đầu, sự hiểu biết về ánh sáng thiêng liêng bị giới hạn.",thorough understanding
illustrate,verb,minh hoạ,But it 's even better to answer a question through illustration .,Nhưng thậm chí tốt hơn nữa là nên trả lời con bằng sự minh hoạ .,(obsolete) To shed light upon; to illuminate.
organized,adjective,có tổ chức,"3 An organization is “an organized body,” according to the Concise Oxford Dictionary.","3 Theo cuốn Concise Oxford Dictionary, một tổ chức là “một tập thể có tổ chức ”.","Of a person, characterised by efficient organisation."
revision,verb,sự sửa lại,"As part of his inspired revision of the Bible, Joseph Smith received the revelation that is now the book of Moses and an inspired translation of Matthew 24, which is now called Joseph Smith—Matthew.","Là một phần của sự sửa lại Kinh Thánh đầy soi dẫn của ông, Joseph Smith còn nhân được điều mặc khải mà giờ đây là sách Môi Se và một bản dịch đầy soi dẫn Ma Thi ơ 24, mà giờ đây được gọi là Joseph Smith-Ma Thi ơ.",The act of revising.
venomous,adjective,độc,"Further study claimed nearly all ""non- venomous "" snakes produce venom to a certain extent, suggesting a single, and thus far more ancient origin for venom in Serpentes than had been considered until then.","Nghiên cứu tiếp theo tuyên bố rằng gần như tất cả các loài rắn ""không nọc độc "" đều sản sinh ra nọc độc ở một mức độ nhất định, gợi ý một nguồn gốc xa xưa hơn của nọc độc ở Serpentes so với trước đây người ta vẫn nghĩ.",Full of venom.
flue,noun,loe,"Double flue style, dates back to the early 1830s.","Kiểu ống đôi, ở trước thời 1830",A pipe or duct that carries gaseous combustion products away from the point of combustion (such as a furnace).
olfactory,noun,khứu giác,An ethmoid fracture can also sever the olfactory nerve.,Gãy xương ethmoid cũng có thể cắt đứt dây thần kinh khứu giác .,Concerning the sense of smell.
proboscis,noun,vòi,"It has a pair of simple eyes, a proboscis for sucking blood, and a characteristic four to six bristles on the femur of the hind leg.","Nó có một đôi mắt đơn, một vòi để hút máu, và 4-6 sợi lông đặc trưng trên xương đùi của chân sau.","(anatomy) An elongated tube from the head or connected to the mouth, of an animal."
receptacle,noun,đồ đựng,You look at that box and you see it only as a receptacle for the tacks.,Bạn nhìn vào cái hộp đó và bạn chỉ thấy nó là một cái đồ đựng kim bấm.,A container.
anesthetize,verb,gây mê,"The patient didn't feel a thing, he was anesthetized .",Tay bệnh nhân này không cảm thấy gì vì đã bị gây mê rồi.,(transitive) To administer anesthesia to.
stall,verb,ngăn,"If we can stall its progress, then we could save hundreds of lives.","Nếu ta có thể ngăn nó lại, thì ta có thể cứu hàng trăm mạng người.",(countable) A compartment for a single animal in a stable or cattle shed.
defy,verb,thách,"Since 1495, the French and English and, much later, the Dutch entered the race of exploration after learning of these exploits, defying the Iberian monopoly on maritime trade by searching for new routes, first to the western coasts of North and South America, through the first English and French expeditions (starting with the first expedition of John Cabot in 1497 to the north, in the service of England, followed by the French expeditions to South America and later to North America), and into the Pacific Ocean around South America, but eventually by following the Portuguese around Africa into the Indian Ocean; discovering Australia in 1606, New Zealand in 1642, and Hawaii in 1778.","Từ năm 1495, người Pháp và người Anh, và sau đó, người Hà Lan bước vào cuộc đua thăm dò sau khi biết được những hành động khai thác này, thách thức độc quyền Iberia về thương mại hàng hải bằng cách tìm kiếm các tuyến đường mới, trước tiên là tới các bờ biển phía tây của Bắc và Nam Mỹ, thông qua Cuộc viễn chinh Anh và Pháp đầu tiên (bắt đầu với cuộc thám hiểm đầu tiên của John Cabot năm 1497 ở phía bắc, phục vụ Anh Quốc, tiếp theo là các cuộc thám hiểm của Pháp tới Nam Mỹ và sau đó đến Bắc Mỹ) và vào Thái Bình Dương quanh Nam Mỹ, Nhưng cuối cùng bằng cách đi theo người Bồ Đào Nha xung quanh Châu Phi vào Ấn Độ Dương; Khám phá Úc vào năm 1606, New Zealand vào năm 1642 và Hawaii vào năm 1778.",A challenge.
reflex,adjective,phản xạ,You must have Jedi reflexes if you race pods.,Cháu hẳn phải có phản xạ của Jedi nếu đua được mấy chiếc pod đó.,An automatic response to a simple stimulus which does not require mental processing.
propel,verb,đẩy,It's propelled by cranks that rotate the wheels with cannons mounted around the perimeter.,"Nó được đẩy bằng tay quay mà xoay các bánh xe, với khẩu pháo gắn ở vòng ngoài.",To cause to move in a certain direction.
