word,part_of_speech,meaning,example,example_meaning,definition
cow,noun,bò,"Sa 's cows lie in a burial site not far from his home , but he thinks he has it easier than others .","Những con bò của ông Sa nằm lại ở nơi chôn cất cách không xa nhà của mình , nhưng ông nghĩ mình còn đỡ hơn những người khác .","A female domesticated ox or other bovine, especially an adult after she has had a calf."
quicken,Verb,rảo,You quicken your pace —your pulse quickens too— as you head for the protection of home.,Bạn bắt đầu rảo bước—tim bạn cũng đập nhanh hơn—trong khi bạn tiến về nhà để được an toàn.,"(transitive, now literary) To give life to; to animate, make alive, revive. [from 14th c.]"
flout,verb,miệt thị,What a flagrant flouting of the apostle Paul’s warning against “the philosophy and empty deception according to the tradition of men”! —Colossians 2:8.,"Thật là một sự miệt thị trắng trợn lời cảnh cáo của sứ đồ Phao-lô về “triết-học và lời hư-không, theo lời truyền-khẩu của loài người”!—Cô-lô-se 2:8.",To express contempt for the rules by word or action.
swag,verb,của ăn cắp,Good swag bag.,Bằng chứng tốt đó.,A burglar's or thief's booty; a boodle.
coeval,adjective,người cùng thời,"Such an eye was not born when the bird was, but is coeval with the sky it reflects.","Mắt như vậy là không được sinh ra khi gia cầm được, nhưng là đồng niên với bầu trời nó phản ánh.",Of the same age; contemporary.
hallow,adjective,halloo,This is hallowed ground.,Đây là vùng đất thánh .,"To shout, especially to urge on dogs for hunting."
benighted,adjective,bị lỡ độ đường,Her life was benighted .,Cuộc sống trước đây của cô ấy là một màn đêm che phủ .,plunged into darkness
verdure,noun,cây cỏ xanh tươi,"Yet I rarely failed to find, even in midwinter, some warm and springly swamp where the grass and the skunk- cabbage still put forth with perennial verdure , and some hardier bird occasionally awaited the return of spring.","Tuy nhiên, tôi hiếm khi thất bại trong việc tìm kiếm, ngay cả trong giữa mùa đông, một số đầm ấm và springly nơi mà cỏ và chồn hôi bắp cải vẫn còn đặt ra với cây xanh lâu năm, và một số khoẻ hơn chim đôi khi chờ đợi sự trở lại của mùa xuân.",A condition of health and vigour.
hauberk,noun,,"It was much like Goliath’s, made of copper, and it likely included a large hauberk , or shirt of mail, composed of overlapping scales.","Cũng như của Gô-li-át, bộ khí giới này được làm bằng đồng và rất có thể bao gồm một áo giáp lớn được tạo thành từ những vẩy đồng xếp chồng lên nhau.","A coat of mail; especially, the long coat of mail of the European Middle Ages, as contrasted with the habergeon, which is shorter and sometimes sleeveless."
cavil,verb,cãi bướng,"""Henry Cavill to Play Superman!!"".",Truy cập ngày 12 tháng 4 năm 2013. ^ “Henry Cavill to Play Superman!!”.,(intransitive) To criticise for petty or frivolous reasons.
matte,adjective,,"Thanks, Matt .","Cám ơn, Matt .","(art, photography) A decorative border around a picture"
insurgency,noun,nổi dậy,"Let's not neglect the insurgency just to the south,",Chúng ta không nên thờ ơ với sự nổi dậy về phía nam.,rebellion; revolt; the state of being insurgent
gravitas,noun,,Gravitas .,Trang trọng .,Seriousness in bearing or manner; dignity.
diadem,verb,quyền vua,You seek my mother's diadem ?,Cậu đang tìm Vòng Nguyệt Quế của mẹ ta?,A crown.
reverence,noun,sự tôn kính,"Not the elder of the past, who actually was regarded with reverence .","Không phải là đàn anh trong quá khứ, người thực sự được coi trọng với sự tôn kính .","Veneration; profound awe and respect, normally in a sacred context."
