word,part_of_speech,meaning,example,example_meaning,definition
unabridged,adjective,đầy đủ,"The unabridged audiobook remains free, while the abridged version costs $7.49.","Phiên bản dùng thử có thể được tải về miễn phí từ iTunes, trong khi phiên bản đầy đủ được tải về với giá 7.99 USD.","(of a book or document) Not abridged, shortened, expurgated or condensed; complete."
reciprocate,verb,đáp lại,"Sentiments which, I assure you... are reciprocated by me.","Những tình cảm mà, tôi bảo đảm với anh, sẽ được tôi đáp lại .",(transitive) To mutually give and take something; to interchange.
platonic,adjective,suông,There's no such thing as platonic .,Làm gì có trong sáng ở đây.,(usually capitalized) Of or relating to the philosophical views of Plato and his successors.
truffle,noun,nấm cục,I'm going to go hunting for truffles .,Tôi đi kiếm ít nấm cục truffle đây.,"any of various edible fungi, of the genus Tuber, that grow in the soil in southern Europe; the earthnut"
audit,verb,thử,The audition's tomorrow.,Buổi thử vai vào ngày mai.,An examination in general.
decal,noun,Đề can,They don't have decals on their vehicles or their clothing.,Bởi vì họ không có hình đề can trên xe hay phục trang.,A design or picture produced in order to be transferred to another surface either permanently or temporarily.
neurosis,noun,chứng loạn thần kinh chức năng,"The lyrics were written mostly by Ginn, and like other punk rock bands of the late 1970s and early 1980s, Black Flag voiced an anti-authoritarian and non-conformist message, in songs punctuated with descriptions of social isolation, neurosis , poverty, and paranoia.","Phần lời được viết chủ yếu bởi Ginn, và như những nghệ sĩ punk rock vào cuối thập niên 1970-đầu 1980, Black Flag mang theo chủ đề chống chủ nghĩa chuyên chế và tính bất tuân thủ vào âm nhạc, với các bài hát mô tả về sự cô lập xã hội, chứng loạn thần kinh chức năng , sự nghèo túng, và sự hoang tưởng.","(pathology) A mental disorder, less severe than psychosis, marked by anxiety or fear"
consultation,noun,sự hỏi ý kiến,"She found particularly offensive the Foreign Secretary, Lord Palmerston, who often acted without consulting the Cabinet, the Prime Minister, or the Queen.","Bà cảm nhận được sự tấn công từ Bộ trưởng Ngoại giao, Lãnh chúa Palmerston, người thường xuyên hành động mà không có sự hỏi ý kiến của cấp trên, là Thủ tướng Chính phủ, hay Nữ vương.",the act of consulting
disposal,noun,cách sắp xếp,"You will express every confidence in the arms at our disposal , under the leadership of your beloved brother.",Con cần phải tin tưởng cách sắp xếp của cha và tài cầm quân của em con.,"An arrangement, categorization or classification of things"
catastrophic,adjective,thảm khốc,"Hopefully, no one will ever experience another of these catastrophic incidents.","May thay, sẽ không ai phải trải qua sự cố thảm khốc này một lần nào nữa.",Of or pertaining to a catastrophe.
bare bones,noun,,You said as bare bones as possible. Yes.,"Vâng, thưa sếp , đây là thủ tục...","The essential elements of something, described without going into detail."
emphatic,adjective,dứt khoát,"This he very emphatically refused to do, and he was sentenced to indefinite forced labor in Germany.","Anh đã dứt khoát từ chối, và bị kết án khổ sai chung thân ở Đức.",Characterized by emphasis.
unguent,noun,mỡ bôi,"After the breathtaking green- haired Rosa is murdered, the doctors preserve her with unguents and morticians'paste.","Sau khi Rosa tóc xanh xinh đẹp bị sát hạt, các bác sĩ bảo quản xác cô với thuốc mỡ và các chất lỏng chuyên dụng",any cream containing medicinal ingredients applied to the skin for therapeutic purposes
obeisance,noun,lòng tôn kính,Jesus Is Worthy of Obeisance,Chúa Giê-su đáng được tôn kính,"Demonstration of an obedient attitude, especially by a bow"
causeway,noun,đường đắp cao,Causeway !,Chỗ đường dốc .,"A road that is raised, as to be above water, marshland etc."
encomium,noun,bài tán tụng,Cantor's work also attracted favorable notice beyond Hilbert's celebrated encomium .,Công trình của Cantor cũng nhận được sự chú ý đặc biệt ngoài lời tán dương nổi tiếng của Hilbert.,"Warm praise, especially a formal expression of such praise; a tribute."
unavailing,adjective,vô tác dụng,unavailable,không sẵn sàng,"useless, fruitless, futile"
compendium,noun,bản trích yếu,Compendium .,Compendium .,"A short, complete summary; an abstract."
teleological,adjective,co hướng mục tiêu,"The sequence ends with the sudden reintroduction of ""On Broadway"" and teleological time.","Cảnh phim kết thúc với sự tái áp bất chợt của ""On Broadway"" và mục đích thời gian.",Of or pertaining to teleology; showing evidence of design or purpose.
nostrum,noun,phương thuốc vạn năng,Mare Nostrum is a Roman term for the Mediterranean Sea.,Mare Nostrum (Biển của chúng ta theo tiếng Latin) là một cái tên của người La Mã đặt cho biển Địa Trung Hải.,A medicine or remedy in conventional use which has not been proven to have any desirable medical effects.
mendicant,adjective,hành khất,"Has he a name, this mendicant ?","hắn có tên chứ, tên cái bang này?",Depending on alms for a living.
heterodox,noun,không chính thống,And Tertullian’s “ heterodox ” Trinity was much different from that believed today.,Và thuyết Chúa Ba Ngôi “ không chính thống ” của Tertullian khác nhiều với thuyết mà người ta tin ngày nay.,"Of or pertaining to creeds, beliefs, or teachings, especially religious ones, that are different from the norm ('orthodox'), but not sufficiently different to be called heretical."
apologist,noun,người biện hộ,"Marlborough's apologists though, including his most notable descendant and biographer Winston Churchill, have been at pains to attribute patriotic, religious, and moral motives to his action; but in the words of Chandler, it is difficult to absolve Marlborough of ruthlessness, ingratitude, intrigue and treachery against a man to whom he owed virtually everything in his life and career to date.","Những người biện hộ cho Marlborough, chẳng hạn hậu duệ của ông là Winston Churchill đã cố công đi tìm động lực ái quốc, tôn giáo và đạo đức cho hành động của ông; tuy nhiên theo cách nói của Chandler, khó mà gỡ cho Marlborough khỏi tội nhẫn tâm, bội ơn, mưu mô và phản nghịch chống lại một người mà ông ta nợ hầu như mọi thứ trong cuộc đời và sự nghiệp tính đến thời điểm đó.",One who makes an apology.
metaphysics,noun,siêu hình học,"Fichte and Schelling took advantage of this, and excogitated magnificent spider-webs of metaphysics .",Fichte và Schelling lợi dụng điều này để dệt ra nhiều mạng nhện siêu hình học khổng lồ.,"(philosophy, uncountable) The branch of philosophy which studies fundamental principles intended to describe or explain all that is, and which are not themselves explained by anything more fundamental; the study of first principles; the study of being insofar as it is being (ens in quantum ens)."
avocation,noun,chí hướng,"It's an avocation , yes.",Một thú vui . Đúng.,(obsolete) A calling away; a diversion.
improvise,verb,ứng khẩu,"Under the circumstances, Gideon is improvising .","Trong hoàn cảnh này, Ghê-đê-ôn đã linh động .",To make something up or invent it as one goes on; to proceed by guess rather than by a careful plan. To invent or create something quickly or without a plan; to wing it.
abbey,noun,tu viện,Jumieges Abbey !,Tu viện Jumieges!,"A monastery or society of people, secluded from the world and devoted to religion and celibacy, which is headed by an abbot; also, the monastic building or buildings."
galosh,noun,giày cao su,"Sorry to bother you, Buddy-boy, but the little lady forgot her galoshes .","Xin lỗi vì làm phiền anh, Bạn Hiền, nhưng cô nàng bỏ quên đôi giày cao su .",(UK) A waterproof overshoe used to provide protection from rain or snow.
shrew,verb,la sát,The nagging shrew .,Một con chuột chù hay cằn nhằn.,"Any of numerous small mouselike, chiefly nocturnal, mammals of the family Soricidae."
waspish,adjective,gắt gỏng,,,Suggestive of the behaviour of a wasp.
