word,part_of_speech,meaning,example,example_meaning,definition
honor,noun,danh dự,Pass the test tonight with honor and servitude.,Vượt qua bài sát hạch tối nay với danh dự và sự quy phục.,"(chiefly US) An objectification of praiseworthiness, respect. (I.e., something that represents praiseworthiness, respect.)"
military,noun,bộ đội,"22: The British, both military and civilian, begin to evacuate Greece.",22: Bộ đội và thường dân Anh bắt đầu sơ tán khỏi Hy Lạp.,Characteristic of members of the armed forces.
sacrifice,verb,hy sinh,"Sacrifice , it's the only way.",Hy sinh là cách duy nhất.,(transitive) To offer (something) as a gift to a deity.
veteran,adjective,kỳ cựu,He killed a 15-year police veteran .,Hắn đã giết cảnh sát kỳ cựu 15 năm làm việc.,A person with long experience of a particular activity.
remembrance,noun,trí nhớ,Accidents may leave their cruel marks of remembrance or may snuff out life.,Tai nạn có thể để lại dấu vết tàn khốc trong trí nhớ hoặc có thể hủy hoại cuộc sống.,"The act of remembering; a holding in mind, or bringing to mind; recollection."
discombobulated,adjective,không kết hợp,,,"confused, embarrassed, upset"
dumbfound,verb,làm chết lặng đi,I stood there dumbfounded !,Tôi đứng ngây người không nói nên lời !,To confuse and bewilder; to leave speechless.
mystify,verb,làm hoang mang,"Rather than stating his will or purpose plainly, at times Jehovah has intentionally obscured his prophetic sayings, using analogies, mystifying “dark sayings,” or riddles that perplex.","Thay vì nêu rõ ý muốn và ý định của Ngài, đôi khi Đức Giê-hô-va cố tình làm cho lời tiên tri của Ngài khó hiểu, dùng sự so sánh, “những điều bí ẩn” làm hoang mang , hoặc những câu đố làm bối rối.","(transitive) to thoroughly confuse, befuddle, or bewilder"
bemuse,verb,làm kinh ngạc,"And they all looked a bit bemused , and said,","Và tất cả họ trông có chút bối rối, rồi nói:",(transitive) To confuse or bewilder.
imbroglio,noun,tình trạng hỗn độn,,,a complicated situation; an entanglement
craving,noun,sự thèm muốn,This could be the cure for my craving !,Chúng có thể chữa lành sự thèm muốn của ta!,Present participle of to crave.
cuisine,noun,cách nấu nướng,Wait till you see my repel cuisine !,Hãy chờ cho tới khi anh thấy cách nấu nướng ghê tởm của tôi.,"a characteristic style of preparing food, often associated with a place of origin"
culinary,adjective,việc bếp núc,A culinary masterpiece gone to waste!,Nhưng kiệt tác ẩm thực bị lãng phí!,Relating to the practice of cookery or the activity of cooking.
esurient,adjective,thèm muốn,,,very hungry or greedy; ravenous
advertising,verb,sự quảng cáo,Adult example and clever advertising have contributed greatly to the rapid increase in youthful smokers.,Việc người lớn hút thuốc và sự quảng cáo tài tình góp phần gia tăng nhanh chóng số người trẻ hút thuốc.,Present participle of advertise.
cashier,noun,thủ quỹ,"Implosive is the cashier who remains quiet, day after day and finally shoots everyone in the store.","Ngược lại, kiểu thứ 2 là người thủ quỹ , họ im lặng, ngày qua ngày Và cuối cùng là quát tháo tất cả mọi người.",One who works at a till or receiving payments.
consumerism,noun,Xã hội tiêu dùng,(Laughter) Consumerism is not materialism.,(tiếng cười) Tiêu dùng không cứ phải là vật chất,"A policy of protecting and informing consumers through honesty in advertising and packaging, improved safety standards etc"
credit,verb,Cho vay,It's also good with credit .,Cho vay tín dụng cũng là ý hay.,(transitive) To believe.
debt,noun,nợ,Some have been ensnared in the net of excessive debt .,Một số người bị gài vào bẫy nợ nần chồng chất.,"An action, state of mind, or object one has an obligation to perform for another, adopt toward another, or give to another."
greed,noun,lòng tham,But instead we have been infected with greed .,Nhưng thay vào đó chúng ta bị lòng tham lôi cuốn.,"A selfish or excessive desire for more than is needed or deserved, especially of money, wealth, food, or other possessions."
materialistic,adjective,duy vật,Christendom has produced a materialistically minded society.,Các tôn giáo tự xưng theo đấng Christ đã đào tạo một xã hội duy vật .,Being overly concerned with material possessions and wealth.
aerodynamics,noun,khí động học,"When you've done that, we have to look at the aerodynamics , front and rear wing.","Sau khi làm thế, ta phải kiểm tra khí động học , cả cánh trước và cánh sau.","The science of the dynamics of bodies moving relative to gases, especially the interaction of moving objects with the atmosphere"
aeronautics,noun,hàng không học,"He is declared ""official French aeronaut of the state"".","Ông được công nhận là ""official French aeronaut of the state"" ( nhà phi hành chính thức của nhà nước Pháp).","The design, construction, mathematics and mechanics of aircraft and other flying objects"
cockpit,noun,buồng lái,I spent many years in the cockpit of an airplane.,"Trong nhiều năm, tôi ngồi trong buồng lái của chiếc máy bay.","The space for those in control of a nautical, aeronautical, or astronautical vessel."
joystick,verb,cần điều khiển,"to fly it, there's no joysticks , nothing like this.","để bay, không cần đến cần điều khiển .","A mechanical device consisting of a handgrip mounted on a base or pedestal and typically having one or more buttons, used to control an aircraft, computer or other equipment."
taxi,noun,xe tắc xi,I had trouble getting a taxi .,Tôi đã gặp khố khăn để kiếm một xe tắc xi .,"A vehicle that may be hired for single journeys by members of the public, driven by a taxi driver."
turbine,noun,Tuabin,"As in cars, turbochargers are an effective way to reduce energy consumption; however, instead of allowing for the use of a smaller-displacement engine, turbochargers in jet turbines operate by compressing the thinner air at higher altitudes.","Chẳng hạn như trong xe hơi, turbo tăng áp là một cách hiệu quả để giảm tiêu thụ năng lượng; tuy nhiên, thay vì cho phép sử dụng động cơ chuyển vị nhỏ hơn, bộ tăng áp trong tuabin phản lực hoạt động bằng cách nén không khí mỏng hơn ở độ cao cao hơn.",any of various rotary machines that use the kinetic energy of a continuous stream of fluid (a liquid or a gas) to turn a shaft
ipecac,noun,thô cằn,"Let's see, we've got ipecac , mustard, cayenne, that leaves us asafoetida.","Để coi, ta có rễ cây ipeca , mù tạt, ớt Cayenne, Còn lại cây asafoetida.",ipecacuanha
cashew,noun,Đào lộn hột,"Many families are beginning to shift production to cash crops such as cashews , mangoes, and tobacco, a trend that has accelerated in recent years.","Nhiều gia đình bắt đầu chuyển hướng sản xuất sang các cây trồng kinh tế như đào lộn hột , xoài, và thuốc lá, xu hướng này tăng nhanh hơn trong những năm gần đây.","A tree in the flowering plant family Anacardiaceae, native to northeastern Brazil, now widely grown in tropical climates for its cashew nuts and cashew apples."
cayenne,noun,Cayenne,Club Sportif et Culturel de Cayenne (CSC de Cayenne ) is a French Guianese football team based in the country's capital Cayenne that plays in the French Guiana Championnat National.,Club Sportif et Culturel de Cayenne (CSC de Cayenne ) là một câu lạc bộ bóng đá Guyane thuộc Pháp có trụ sở ở thủ đô Cayenne thi đấu ở Giải bóng đá vô địch quốc gia Guyane thuộc Pháp.,Cayenne pepper.
