word,part_of_speech,meaning,example,example_meaning,definition
deferential,adjective,cung kính,"As a result of its contribution to Allied victory in the First World War, Canada became more assertive and less deferential to British authority.","Nhờ đóng góp cho chiến thắng của Đồng Minh trong Chiến tranh thế giới thứ nhất, Canada trở nên quyết đoán hơn và bớt cung kính quyền uy của Anh Quốc.",respectful and considerate; showing deference
trump,verb,lá bài chủ,"Euchre, 500: As the highest trump or ""top Bower"".","Euchre, 500, Spades: Là lá bài chủ mạnh nhất, ""Benny"" hay top bower.","(US, singular)(card games) The suit, in a game of cards, that outranks all others."
retainer,noun,cái hãm,Do not let mortal man retain strength against you.”,Ngài là Đức Chúa Trời chúng tôi; chớ để loài người thắng hơn Chúa”.,A dependent or follower of someone of rank.
exculpatory,adjective,để bào chữa,"Leticia Barris, a potential exculpatory witness;","Leticia Barris, Một nhân chứng quan trọng ;",excusing or clearing of any wrongdoing.
estranged,adjective,xa lạ,"If they maintain this stance, estrangement may develop.","Nếu không ai chịu nhường, vết rạn nứt có thể lớn dần.",Simple past tense and past participle of estrange.
afflicted,adjective,bị ảnh hưởng,Why can the poor and afflicted look forward with hope?,Tại sao kẻ thiếu thốn và khốn cùng có thể đặt hy vọng nơi tương lai?,Simple past tense and past participle of afflict.
gauzy,adjective,mỏng nhẹ như sa,"Slant Magazine editor Sal Cinquemani likened Minogue's vocals to that of British electronic music duo Mono and felt the tone of the song resembled the "" gauzy melancholy"" of Madonna's 1994 album Bedtime Stories.","Sal Cinquemani của Slant Magazine so sánh chất giọng của Minogue với cặp song ca nhạc điện tử người Vương quốc Anh Mono và cảm thấy giọng điệu của bài hát tương đồng với ""sự u sầu mỏng manh"" của Bedtime Stories (1994) của Madonna.","having the qualities of gauze; light, thin, transparent, hazy"
per capita,adjective,đầu người,And they've got a hell of a lot more cops per capita .,Và họ có số cảnh sát nhiều trên đầu người .,shared equally among all individuals
autism,noun,Tự kỷ,Why is autism so cool at the moment?,Tại sao Tự kỷ lại là mốt thời nay?,"(clinical psychology) Bio-neurological disorder that is observable in early childhood with symptoms of abnormal self-absorption, characterised by lack of response to other humans and by limited ability or disinclination to communicate and socialize."
introverted,adjective,,Len is an introvert .,Ông ấy là một người hướng nội .,"Possessing the characteristic property of an introvert. Preferring the internal, satisfied with self, lacking interest or comfort in social interactions."
hilarity,noun,sự vui nhộn,Hilarity ensues.,Hẳn phải vui lắm.,"(uncountable) A great amount of happiness, usually accompanied by laughter."
optimum,noun,tối ưu,The optimum temperature also varies by species.,Nhiệt độ tối ưu cũng thay đổi theo loài.,"The best or most favorable condition, or the greatest amount or degree possible under specific sets of comparable circumstances."
gobbledygook,noun,,Gobbledygook .,Giỏi nói .,(informal) Nonsense; meaningless or encrypted language.
expressly,adverb,chính xác rõ ràng,This is something NASA expressly rejected.,Đây là kế hoạch NASA đã loại bỏ.,In an expressive or explicit manner.
amorphous,adjective,vô định hình,"It's immediate, vital and intimate, as well as being amorphous and cumbersome.","Nó ngay lập tức, quan trọng và thân mật, cũng như là vô định hình và cồng kềnh.",(physics) in the non-crystalline solid state of a typically crystalline solid.
cytoplasm,noun,tế bào chất,And out in the cytoplasmic soup,Và ở ngoài trong tế bào chất,"(cytology) The contents of a cell except for the nucleus. It includes cytosol, organelles, vesicles, and the cytoskeleton."
resuscitate,adjective,làm tỉnh lại,I tried to resuscitate her.,Tôi đã cố cứu cô ấy.,"(transitive) To restore consciousness, vigor, or life to."
imam,noun,Imam,"In fact, as Imam Khomeini said we have found no evidence that proves that these people are diplomats.","những con tin không phải là nhà ngoại giao sự thật, như Imam Khomeini nói",A Shiite Muslim leader.
deceased,adjective,đã chết,Billions of the deceased and those yet to be born have their eyes on us.,Hàng tỷ người đã chết và những người chưa sinh ra đều trông chờ chúng ta.,Belonging to the dead.
preoccupation,noun,mối bận tâm,"For many, though, it becomes an unhealthy preoccupation .","Tuy nhiên, đối với nhiều người nó đã trở thành mối bận tâm không lành mạnh.",the state of being preoccupied or an idea that preoccupies the mind; enthrallment
