word,part_of_speech,meaning,example,example_meaning,definition
telemetry,noun,đo từ xa,"Freedom, telemetry is looking good.","Tự Do, điều chỉnh rất tốt.","(applied sciences) the science, and associated technology, of the automatic recording and transmission of data from a remote source to a receiving station for analysis"
telephone,verb,gọi điện,"If you'd telephoned , we'd never have heard from each other.","Nếu con gọi điện thoại, thì chúng ta sẽ chẳng bao giờ nghe được nhau.",An electronic device used for two-way talking with other people (often shortened to phone).
teleport,verb,vận chuyển từ xa,You can teleport .,Ông có thể dịch chuyển .,(intransitive) To travel from one point to another without physically crossing the distance between the two points.
televise,noun,truyền hình,That movie was shown on television .,Phim này đã được phát trên truyền hình .,"to broadcast, or be broadcast, by television"
antecede,verb,,An antecedent to one I have been looking for all my life.,Một người đi trước người ta đã kiếm tìm cả cuộc đời.,To go before; to precede
antedate,verb,,My agreement with the marshal antedates yours.,Hợp đồng của tôi với ông Cogburn có trước của anh.,To assign a date to a document or action earlier than the actual date; to backdate
magniloquent,adjective,hay khoe khoang,,,Speaking pompously; using swelling discourse; bombastic; tumid in style; grandiloquent.
magnificence,noun,vẻ tráng lệ,But then I was immediately captivated by the magnificence of the energy around me.,Nhưng sau đó tôi ngay lập tức đắm chìm trong vẻ tráng lệ của những dòng năng lượng xung quanh.,"grandeur, brilliance, lavishness or splendor"
magnification,noun,sự phóng đại,You will need that magnification .,Các anh chị em sẽ cần sự vinh hiển đó.,The act of magnifying; enlargement; exaggeration.
pyromaniac,noun,,"Peter, my pyromaniac friend.","Peter, anh bạn cuồng lửa của tôi.",A person suffering from pyromania
bibliomania,noun,bệnh mê sách,,,The obsession of owning valuable books.
immemorial,adjective,thượng cổ,"Like buried treasures, the outposts of the Universe have beckoned to the adventurous from immemorial times.","Như những kho báu bị chôn vùi, các bí ẩn của Vũ trụ đã thu hút sự khám phá từ thời thượng cổ .",That is beyond memory; ancient.
in memoriam,adverb,,In Memoriam : A Supplement to the Liahona,Thương Tiếc : Phụ Trang Liahona,In memory of; to the memory of; as a memorial to
memo,verb,bản sao,"Well, the good news is, we don't have a copy of that memo .","Well, tin tốt là, chúng tôi không có bản sao của bản ghi nhớ đó.",a short note; a memorandum
memorable,adjective,đáng ghi nhớ,For example: Look at photographs of your wedding and other memorable events.,Chẳng hạn: Xem lại những tấm ảnh ngày cưới và những kỷ niệm đáng ghi nhớ .,Worthy to be remembered; very important or remarkable.
memorialize,verb,làm lễ kỷ niệm,That's not my favorite memory .,Nó không phải là ký ức ưa thích của tôi.,(US) To provide a memorial for someone; to commemorate
