word,part_of_speech,meaning,example,example_meaning,definition
section,noun,phần,"(Note: The Glenshaw Glass case was an interpretation of the definition of ""gross income"" in section 22 of the Internal Revenue Code of 1939.","(Lưu ý: Trường hợp Glenshaw Glass là một cách giải thích định nghĩa về ""tổng thu nhập"" trong phần 22 của Bộ luật Doanh thu Nội bộ năm 1939.",A cutting; a part cut out from the rest of something.
sectionalism,noun,chủ nghĩa địa phương,Click on the section that applies to you.,Hãy nhấp vào mục phù hợp với bạn.,Promoting the good of one region over that of others.
repository,noun,chỗ chứa,It also easily became a repository for lice.,Áo này cũng dễ làm ổ cho chấy rận.,"a location for storage, often for safety or preservation"
fusty,adjective,cổ lổ,,,(of wine) tasting of the cask
communique,noun,thông báo,"On 18 June 2008, Thailand and Cambodia issued a joint communique regarding the temple registration.",18 tháng 6: Thái Lan và Campuchia hợp tác thông báo liên quan đến việc đăng ký ngôi đền.,Alternative form of [i]communiqué[/i]
entrench,verb,vi phạm,We've entrenched them.,Chúng tôi đã khoanh vùng.,"(construction, archaeology) To dig or excavate a trench; to trench."
recipient,noun,người nhận,We are the recipients of a sacred trust.,Chúng ta là những người nhận lãnh một sự tin cậy thiêng liêng.,"One who receives, such as one who receives money or goods."
juxtapose,verb,để kề nhau,Those are juxtaposed very nicely together.,Điều đầu tiên tôi muốn nói đến là:,"To place side by side, especially for contrast or comparison."
ouster,noun,sự trục xuất,Iran also called for the ouster of the Saudi government.,Iran cũng kêu gọi lật đổ chính phủ Ả Rập Xê-út.,(historical) A putting out of possession; dispossession; ejection.
tradecraft,noun,,"Now I know computers, languages, tradecraft","Bây giờ tôi biết về máy tính, ngoại ngữ, nghề nghiệp",the skills acquired through experience of a trade
temperamental,adjective,bất thường,"Is he temperamental , even violent?","Anh ta có tính tình bất thường , kể cả hung bạo không?","(no comparative or superlative) of, related to, or caused by temperament"
eyelet,noun,lỗ châu mai,,,"An object that consists of a rim and small hole or perforation to receive a cord or fastener, as in garments, sails, etc. An eyelet may reinforce a hole."
colicky,adjective,khóc dạ đề,"a miserable, colicky baby who would only sleep in a moving stroller with complete silence.",một đứa trẻ khổ sở vì đau bụng chỉ ngủ trong chiếc xe đẩy đang di chuyển mà phải với sự im lặng tuyệt đối.,"Of, pertaining to, or suffering from colic"
modulation,noun,sự chuyển giọng,Show Modules,Hiện khung lề,"The process of applying a signal to a carrier, modulating."
