word,part_of_speech,meaning,example,example_meaning,definition
popular,adjective,bình dân,"It`s true, why despise popular novels?","Đó là sự thật, sao lại coi thường tiểu thuyết bình dân ?","Of or pertaining to the common people, or to the whole body of the people, as distinguished from a select portion; as, the popular voice; popular elections; popular music."
popularity,noun,tính phổ biến,"In the 1990s, Japanese animation slowly gained popularity in America.","Thập niên 1990, hoạt hình Nhật Bản dần dần đạt được tính phổ biến đại chúng tại Hoa Kỳ.","The quality or state of being popular; especially, the state of being esteemed by, or of being in favor with, the people at large; good will or favor proceeding from the people; as, the popularity of a law, statesman, or a book."
popularize,verb,phổ biến,She is a long-time member of MPLA ( Popular Movement for the Liberation of Angola).,Bà là thành viên lâu năm của MPLA (Phong trào phổ biến giải phóng đất nước Angola).,(American) Alternative spelling of popularise.
popularism,noun,chủ nghĩa dân gian,Seems to be a popular indoor sport these days.,Có vẻ như đó là một môn thể thao thời thượng lúc này.,Any political doctrine chosen to appeal to a majority of the electorate
depopulate,verb,làm giảm số dân,The rural exodus depopulated entire villages in this region of Germany.,Cuộc di dân khỏi nông thôn đã làm giảm số dân ở một loạt câc ngôi làng tại khu vực này của Đức.,"(transitive) To reduce the population of a region by disease, war, forced relocation etc."
unpopular,adjective,không phổ biến,"This went down very well in the U.K., where religion is extremely unpopular .",Ở Anh việc này được hoan nghênh nhiệt liệt nơi tôn giáo không phổ biến lắm.,lacking popularity
socialization,noun,Xã hội hóa,Where is socialization ? Where is discussion?,Xã hội hóa ở đâu? Thảo luận ở đâu?,"(sociology, psychology) The process of learning one’s culture and how to live within it."
argumentation,noun,luận chứng,One of your arguments is a dog?,1 trong những luận chứng của bà là con chó phải không?,Inference based on reasoning from given propositions
body,noun,thân thể,"I've spent the last 15 years learning to control my body , my mind and my emotions.","Tôi dành 15 năm học cách kiểm soát thân thể , tâm trí và cảm xúc của mình.",To give body or shape to something.
classification,noun,phân loại,Another classification is due to paying-off terms of instruments .,Một cách phân loại khác là theo thời hạn thanh toán của các công cụ .,"The act of forming into a class or classes; a distribution into groups, as classes, orders, families, etc., according to some common relations or attributes."
newspaper,verb,báo viết,I bought a newspaper written in English.,Tôi mua một tờ báo viết bằng tiếng Anh.,(transitive) To cover with newspaper.
problem,noun,vấn đề,The root of the problem is a lack of communication between departments.,Nguồn gốc của vấn đề là thiếu trao đổi giữa các bộ phận.,A difficulty that has to be resolved or dealt with.
report,noun,báo cáo,Tom's been working on this report since this morning.,Tom làm việc với bản báo cáo từ sáng đến giờ.,"(transitive, intransitive) To relate details of (an event or incident); to recount, describe (something). [from 15th c.]"
laurel,noun,cây nguyệt quế,"He plants a laurel tree, and the rain makes it grow.",Người trồng cây nguyệt quế và mưa tưới nó lớn.,"An evergreen shrub, of the genus Laurus, having aromatic leaves of a lanceolate shape, with clusters of small, yellowish white flowers in their axils."
chilly,adjective,lạnh lẽo,Was it chilly in the tent last night?,Ngủ trong lều có lạnh lẽo không?,Cold enough to cause shivering; or suddenly feeling cold
icicle,noun,trụ băng,"Just watch my back on these icicles ,",Nhìn lưng tôi qua những trụ băng này,A spear-shape of ice.
shiver,verb,run,"I dove in the canal and swam over to the other side, shivering .",Tôi lao xuống con kênh đào và lội qua bên kia kênh run lẩy bẩy.,"a fragment or splinter, especially of glass or stone"
nestled,adjective,,We need to protect our nestlings .,Chúng ta cần phải bảo vệ con trẻ của mình .,Simple past tense and past participle of nestle.
cuddle,verb,ôm ấp,"Wherever we stay, no shared beds, no drunken cuddles .","Dù ở đâu, cũng không được ngủ chung giường, ôm ấp lúc say xỉn.","A snuggle; an affectionate embrace, often used in conjunction with family members and close friends."
bundle,verb,gói,"Now, get that bundle and bring it here, p.d.q.","Bây giờ, lấy cái gói đó và đem tới đây, nhanh.",A group of objects held together by wrapping or tying.
cocoon,noun,kén,I'm gonna watch some butterflies come out of their cocoons . Whoa!,Tôi sẽ đi nhìn mấy con bướm chuẩn bị chui ra khỏi kén .,"The silky protective case spun by the larvae of some insects and moths in which they metamorphose, the pupa."
snug,adjective,ấm cúng,I know I feel more snug and secure than I've ever.,Tôi cảm thấy rất ấm cúng và an toàn hơn bao giờ hết.,"(UK) small, comfortable back room in a pub"
pellucid,adjective,trong suốt,,,allowing for the passage of light; transparent
goal,verb,bàn thắng,A steady player who never fails to assist and contribute lastminute goals .,Cầu thủ trung kiên lúc nào cũng hỗ trợ và góp vào những bàn thắng đến những giây cuối cùng .,A result that one is attempting to achieve.
reinvent,verb,,We don't have to reinvent the wheel.,Ta không cần phải phát minh lại bánh xe.,To invent again something that has already been invented.
luminary,noun,anh tài,A ‘Great Luminary ’,Một “ danh nhân ”,One that is an inspiration to others; one who has achieved success in his chosen field; a leading light.
dunk,verb,,Slam dunk ?,Hay là slam dunk ?,To submerge briefly in a liquid.
