word,part_of_speech,meaning,example,example_meaning,definition
submit,verb,đệ trình,"The ""Points"" were submitted to the Chinese National Assembly, which approved them on October 28.","Các điểm được đệ trình lên Quốc hội Trung Quốc, và được phê chuẩn vào ngày 28 tháng 10.",(intransitive) To yield or give way to another.
irrepressible,adjective,bất trị,But President Monson stays irrepressibly cheerful through it all.,Nhưng Chủ Tịch Monson vẫn luôn luôn vui vẻ chịu đựng tất cả những điều đó.,Not containable or controllable.
irreproachable,adjective,không thể chê trách được,"This is the rendering of a Greek term meaning “not able to be taken hold of, irreproachable , beyond reproach.”","Đây là cách dịch một từ Hy Lạp có nghĩa là “không thể bắt lỗi được , không thể chê trách được , không thể khiển trách được”.","free from blame, not open to reproach or criticism; blameless."
meditate,verb,ngẫm nghĩ,Take time to meditate on God’s love and mercy.,Hãy dành thời gian ngẫm nghĩ về tình yêu thương và lòng thương xót của Đức Chúa Trời.,To contemplate; to keep the mind fixed upon; to study.
fusillade,verb,bắn giết hàng loạt,"A perfect fusillade of knocks reverberated through the house , and he heard the scraping of a chair as his wife put it down in the passage against the door .","Tiếng đập cửa ầm ầm vang dội khắp căn nhà , và ông nghe tiếng bà vợ kéo lê một chiếc ghế đặt ngay lối đi sát cánh cửa .",(by extension) a rapid outburst
impregnable,adjective,vững chắc,The operations room is quite impregnable .,"Phòng điều khiển rất vững chắc , không thể phá vỡ được.","(Of a fortress, wall, etc.) Too strong to be penetrated."
inaccessible,adjective,khó có được,"Invisible, intangible, inaccessible !","Vô hình, không thể chạm vào , không thể xâm nhập được .",Not able to be accessed; out of reach; inconvenient.
insurgent,adjective,nổi loạn,Currently working for the insurgent force in Zaire.,Hiện đang làm cho lực lượng nổi loạn tại Zaire.,"Rebellious, opposing authority."
perceived,adjective,nhận thức,That's the perceived value.,Đó là giá trị ảo mà mọi người nghĩ.,generally recognized to be true
repulse,verb,đánh lui,8 And it came to pass that they were repulsed and driven back by the Nephites.,"8 Và chuyện rằng, chúng bị dân Nê Phi đánh lui và đẩy lùi lại.",to repel or drive back
prestige,noun,uy tín,That came later as the lucre and prestige of the Cup continued to grow .,Giải đấu sau lợi nhuận và uy tín của Cúp thế giới tiếp tục phát triển .,(obsolete) Delusion; illusion; trick.
invulnerable,adjective,gồng,I was... invulnerable .,Tôi... miễn nhiễm .,"Incapable of being wounded, or of receiving injury; not vulnerable."
besiege,verb,bao vây,"Before he can march on the capital though, he hears Stannis is besieging Storm's End.","Trước khi tấn công thủ đô, anh nghe thấy Stannis đang bao vây Storm's End.","(transitive) To beset or surround with armed forces for the purpose of compelling to surrender, to lay siege to, beleaguer."
