word,part_of_speech,meaning,example,example_meaning,definition
purity,noun,băng tuyết,"Oh, walk with God in purity ;","Đi đường liêm chính theo Cha hằng ngày,",The state or degree of being pure.
simple,adjective,giản dị,"□ If our spiritual eye is simple , what will this mean to us?","□ Nếu mắt thiêng liêng của chúng ta giản dị , điều này sẽ có nghĩa gì cho chúng ta?","Free from duplicity; guileless, innocent, straightforward."
simplicity,noun,tính đơn giản,What are we going to do about it? I define simplicity,Vậy làm thế nào để giải quyết vấn đề trên? Tôi xin định nghĩa tính đơn giản,"The quality or state of being simple, unmixed, or uncompounded; as, the simplicity of metals or of earths."
simplistic,adjective,quá đơn giản,"And even this, however, is a very simplistic dichotomy.",Và kể cả điều sau đây cũng là một sự phân chia quá đơn giản .,Overly simple.
spartan,adjective,Xpác-tơ,"Sir, Spartan O-1 passes Miller.","Sir, Spartan O -1 đã qua Miller.","austere, frugal or characterized by self-denial"
absolutism,noun,chính thể chuyên chế,"The grievances in the United States Declaration of Independence were presented as ""repeated injuries and usurpations"" that he had committed to establish an "" absolute Tyranny"" over the colonies.","Những bất bình được nêu trong Tuyên ngôn Độc lập của Hoa Kỳ được biểu thị là ""nhắc đi nhắc lại những tổn thương và chiếm đoạt"" rằng ông đã quyết tâm thành lập một "" chính thể chuyên chế tuyệt đối"" tại các thuộc địa.",(theology) Doctrine of absolute decrees. - Ash
bourgeoisie,noun,giai cấp tư sản,"The proletariat, is separated from the bourgeoisie because production becomes a social enterprise.","Giai cấp vô sản, bị tách ra khỏi giai cấp tư sản vì việc sản xuất đã trở thành một doanh nghiệp xã hội.",The middle class.
citizen,noun,công dân,The citizens of Kiel and Holstein were unsure of what was occurring in Copenhagen.,Công dân ở Kiel và Holstein không rõ lắm về những gì xảy ra ở Copenhagen.,"A person that is a legally recognized as a member of a state, with associated rights and obligations."
concordat,noun,giáo ước,These issues remained unresolved after the compromise of 1122 known as the Concordat of Worms.,Những vấn đề này còn tiếp tục tồn tại ngay cả sau khi có sự nhượng bộ giữa hai bên năm 1122 với Giáo ước Worms.,"A formal agreement between two parties, especially between a church and a state; specifically, an agreement between the Pope and a government."
coup d'etat,noun,Cuộc đảo chính,Coup d'etat ?,Một cuộc đảo chánh ?,Alternative form of [i]coup d'état[/i]
monarchy,noun,chế độ quân chủ,"At the same time, the Maoists refused to recognize the installation of a constitutional monarchy .","Đồng thời, các nhà Maoist từ chối công nhận việc xây dựng chế độ quân chủ lập hiến.",A government with a hereditary head of state (whether as a figurehead or as a powerful ruler).
nobility,noun,quí tộc,Because lechery and debauchery are the very marks of nobility .,Vì dâm dục và phóng đãng là những đức tính của nhà quí tộc .,"A noble or privileged social class, historically accompanied by a hereditary title; aristocracy."
plebiscite,noun,sự bỏ phiếu toàn dân,An imbalance was created in the polity by the result of the 1961 plebiscite .,Một sự mất cân bằng trong trật tự xã hội đã bị tạo ra do kết quả của cuộc bỏ phiếu phổ thông năm 1961 .,"A referendum, especially one that concerns changes in sovereignty"
republic,noun,cộng hòa,"In 1996, warfare erupted in the eastern region of the Democratic Republic of Congo.","Năm 1996, chiến cuộc bùng nổ tại miền đông Cộng hòa Công-gô.","A state where sovereignty rests with the people or their representatives, rather than with a monarch or emperor; a country with no monarchy."
