word,part_of_speech,meaning,example,example_meaning,definition
infamy,noun,infamousness,It may live in infamy,Cái nổi tiếng nhất,The state of being infamous.
folly,noun,dại dột,Ahab’s words reveal two kinds of folly .,Lời của A-háp bộc lộ hai điều dại dột .,thoughtless action resulting in tragic consequence
repentance,noun,sự ăn năn,"3 Frankly, repentance would be a startling concept for that audience.","3 Sự ăn năn , thật tình mà nói, là một ý niệm xa lạ đối với cử tọa đó.",The condition of being penitent
suit,verb,hợp với,A beard doesn't suit you.,Râu không hợp với ông.,"A set of clothes to be worn together, now especially a man's matching jacket and trousers (also business suit or lounge suit), or a similar outfit for a woman."
sully,verb,bôi nhọ,"A single incident of sexual misconduct, for example, can sully a fine reputation.","Chẳng hạn, chỉ một vụ vô luân cũng có thể khiến thanh danh bị bôi nhọ .",(transitive) to soil or stain; to dirty
objection,noun,sự phản đối,"Similar objections have also been raised to the current national anthem of Japan, Kimigayo.",Sự phản đối tương tự cũng dành cho quốc ca hiện nay của Nhật Bản là Kimigayo.,The act of objecting.
barbed,adjective,có gai,It appears to be barbed .,Nó có gai . Ừ.,Having barbs
scaffold,verb,giàn,"So for other kinds of operations, there's definitely a need for other scaffold -based approaches.","Như vậy, đối với các ca phẫu thuật, chắc chắn có một nhu cầu về các phương pháp dựa trên lắp đặt giàn giáo khác.","A structure made of scaffolding, for workers to stand on while working on a building."
introvert,adjective,hướng vào nội tâm,Len is an introvert .,Ông ấy là một người hướng nội .,"One who focuses primarily on their own mind, feelings, or affairs."
browbeat,verb,nạt nộ,"(1 Timothy 3:3, footnote) He cannot be one who strikes people physically or browbeats them verbally.",(1 Ti-mô-thê 3:3) Anh ta không thể là người đánh đập người khác hoặc nạt nộ họ.,"(transitive) To bully in an intimidating, bossy, or supercilious way."
altruism,noun,chủ nghĩa vị tha,Empathy and altruism are two of the foundations of civilization.,Sự đồng cảm và chủ nghĩa vị tha là nền móng của một nền văn minh,"Regard for others, both natural and moral; devotion to the interests of others; brotherly kindness; – opposed to egoism or selfishness."
pittance,noun,số lượng nh,"They give us water, a pittance of food.",Chúng cho chúng tôi ít nước và thức ăn.,A small allowance of food and drink; a scanty meal.
encroach,verb,lấn,"If the path is unused for any length of time, the jungle will soon encroach upon it.","Nếu không có người đi trong một thời gian, chẳng mấy chốc cây cối sẽ mọc lấn con đường đó.",(rare) Encroachment.
pidgin,noun,giả cầy,"""His nickname was """"Number 10,"""" American GI pidgin for """"very bad, the worst.""""""","Tục danh của anh ta là “năm-bơ ten” (number ten), tiếng lóng của lính Mỹ để chỉ cái gì “tồi tệ nhất”.","(linguistics) an amalgamation of two disparate languages, used by two populations having no common language as alingua francato communicate with each other, lacking formalized grammar and having a small, utilitarian vocabulary and no native speakers."
raze,verb,phá trụi,The city and its temple were razed to the ground.,Thành và đền thờ bị san thành bình địa.,(transitive) To demolish; to level to the ground.
disarray,verb,làm lộn xộn,"By early September, Azerbaijani forces were nearly in complete disarray .","Tới đầu tháng 9, quân Azeri đã hoàn toàn bị rối loạn .",To throw into disorder; to break the array of.
conversant,adjective,thạo,"In time, student assignments on the Life and Ministry Meeting may be presented in the auxiliary room if an elder or a ministerial servant conversant with the language can serve as the chairman.","Với thời gian, nếu có một trưởng lão hay phụ tá thông thạo ngôn ngữ đó điều khiển thì cũng sẽ có thêm các phần khác trong Buổi họp Lối sống và thánh chức tại phòng phụ.",closely familiar; current; having frequent interaction
importune,verb,quấy rầy,"I will make no promise of the kind, and I beg you not to importune me any further on the subject.","Tôi sẽ không hứa hẹn gì về việc này, và tôi xin bà đừng quấy rầy tôi thêm nữa về việc này.",To harass with persistent requests.
chaste,adjective,còn trinh,"Whatever things are chaste and true,","Nghĩ đến điều yêu thương , công chính luôn",Abstaining from sexual intercourse.
doff,verb,bỏ,"Romeo, doff thy name...","Romeo , một cái tên hay và vì thế.",To remove a hat as a greeting or mark of respect.
minstrel,noun,ca sĩ,"The Minstrel Cycles, John.","Minstrel Cycles , John à.","(historical) A medieval traveling entertainer who would sing and recite poetry, often to his own musical accompaniment."
appertain,verb,về,"ROMEO Tybalt, the reason that I have to love thee Doth much excuse the appertaining rage","ROMEO Tybalt, lý do mà tôi đã yêu thương ngươi há nhiều lý do các cơn giận dữ appertaining","To belong to or be a part of, whether by right, nature, appointment, or custom; to relate to."
effeminate,adjective,ẻo lả,The effeminate one behind you is from Shanghai,Cái tên ẻo lả đằng sau anh là từ Thượng Hải.,(of a man or boy) Having behaviour or mannerisms considered unmasculine or typical of a woman or girl; feminine.
spleen,noun,lách,"And her right lung is collapsed, burst spleen .",Phổi và lá lách của cô ấy bị tổn thương.,"(anatomy, immunology) In vertebrates, including humans, a ductless vascular gland, located in the left upper abdomen near the stomach, which destroys old red blood cells, removes debris from the bloodstream, acts as a reservoir of blood, and produces lymphocytes."
sway,verb,gây ảnh hưởng,He wanted to use you to sway my mind.,Hắn muốn dùng nàng gây ảnh hưởng đến quyết định của ta.,The act of swaying; a swaying motion; a swing or sweep of a weapon.
presently,adverb,chẳng mấy chốc,"Those present welcomed him, and it was not long before he felt at home.","Những người hiện diện chào đón anh, và chẳng mấy chốc anh cảm thấy thoải mái.","(now UK, rare) Immediately, at once; quickly."
arbitrate,verb,phân xử,"Sorry, I forgot to mention that there's no jury in binding arbitration .","Xin lỗi, tôi quên nói là không có bồi thẩm đoàn khi trọng tài phân xử .",To make a judgment (on a dispute) as an arbitrator or arbiter
issue,verb,phát hành,"The real was a currency of Mexico, issued until 1897.","Real là một loại tiền tệ của Mexico, được phát hành cho đến năm 1897.","The act of passing or flowing out; a moving out from any enclosed place; egress; as, the issue of water from a pipe, of blood from a wound, of air from a bellows, of people from a house."
surcease,verb,ngừng,"Shall keep his native progress, but surcease :","Có trách nhiệm giữ bản địa tiến bộ của mình, nhưng surcease:",The cessation of something or someone.
reverend,noun,đức cha,"Yeah, well, you're preaching to the choir there, Reverend .","Cậu đang giảng đạo với đội hợp xướng ngoài kia, thưa Đức cha .",worthy of reverence or respect
misadventure,noun,sự bất hạnh,Some misadventure .,Một số tai nạn bất ngờ.,An accidental mishap or misfortune.
ducat,noun,tiền,"A levy of 200,000 ducats for the cost of our armies to date.","Khoảng tiền 200,000 ducats là đúng với cái giá của quân chúng ta hôm nay.",(historical) A gold coin minted by various European nations.
dispatch,verb,gửi đi,But Waller's dispatched a wet team to your position.,Nhưng Waller đã gửi đi một đội đến chỗ anh rồi.,To send a shipment with promptness.
