word,part_of_speech,meaning,example,example_meaning,definition
dyspepsia,noun,chứng khó tiêu,"Constipation, cramps, dyspepsia , liver disease, kidney disease, hemorrhoids, bowel inflammation.","Táo bón, đau bụng , rối loạn tiêu hóa, bệnh gan, bệnh thận, bệnh trĩ, viêm ruột.","(pathology) A disorder of digestion, characterised by stomach pain, discomfort, heartburn and nausea, often following a meal."
prospector,noun,người thăm dò,(46) Gold prospector learns to value flakes of gold.,(46) Người thăm dò quặng vàng học cách quý trọng các hạt phấn vàng.,"A person who explores or prospects an area in search of mineral deposits, such as gold."
ironically,adverb,một cách mỉa mai,"In an extremely ironic role reversal, my mother was smarter than me.","Đảo ngược vai trò một cách mỉa mai vô cùng, mẹ em đã thông minh hơn em.","(manner) In an ironic manner, in a way displaying irony."
hardship,verb,sự gian khổ,"On the other hand, the humble person endures hardships and trials, even as Job did.","Trái lại, người khiêm nhường chịu đựng sự gian khổ và thử thách, như Gióp đã làm.",(countable or uncountable) Difficulty or trouble; hard times.
longitude,noun,kinh độ,"Still, the calculations to find longitude from the moon were discouragingly complicated.","Tuy nhiên, những tính toán để tìm kinh độ nhờ quan sát mặt trăng rất phức tạp.",Angular distance measured west or east of the prime meridian.
jeopardize,verb,liều,Why jeopardize yourself and the kid?,Tại sao phải liều mạng mình và đứa nhỏ?,"To put in jeopardy, to threaten."
disheartened,adjective,chán nản,In many ways those were disheartening days for the children of Israel.,"Trong nhiều phương diện, đó là những ngày chán nản cho con cái của Y Sơ Ra Ên.","Discouraged, despairing."
amuck,adverb,amuck,Watch'em run amuck !,Cứ để chúng chạy đi .. .,"In a frantic or frenzied and violent manner; in a confused, jumbled or uncontrolled state."
volley,verb,loạt,"Rather, such emotional volleys are akin to smoking and high — the more intense and prolonged, the greater the danger.","Nhưng loạt xúc cảm ấy giống như thuốc lá hay một tỷ lệ cholesterol cao: càng kéo dài, thì nguy cơ càng lớn.",The simultaneous firing of a number of missiles or bullet; the projectiles so fired
delirious,adjective,mê sảng,It's a miracle you're not delirious with such a fever.,"Đúng là một phép màu, anh không mê sảng với cơn sốt như vầy.",(medicine) Being in the state of delirium
decree,noun,sắc lệnh,The Sultan continued to rule by decree .,Sultan tiếp tục cai trị bằng sắc lệnh .,An edict or law.
relapse,verb,lại rơi vào,"Once, in a moment of weakness, she relapsed into drunkenness and immorality.","Có lần, trong một giây phút yếu đuối, chị lại rơi vào sự say sưa và vô luân.",(intransitive) To fall back again.
sedentary,adjective,chờ mồi,L. alexandri is a sedentary species.,L. alexandri là một loài ít vận động .,Not moving; relatively still; staying in the vicinity.
disdainful,adjective,khinh khỉnh,"“No, I’m too busy,” came the disdainful response.","Anh khinh khỉnh trả lời: “Không được, tôi rất bận.”",Showing contempt or scorn; having a pronounced lack of concern for others viewed as unworthy.
sepulcher,noun,lăng,A chapel inside the Church of the Holy Sepulcher,Tiểu giáo đường bên trong nhà thờ Thánh Sepulcher,A burial chamber.
sententious,adjective,lên mặt dạy đời,Sentential Form and Prosodic Structure of Catalan.,Sentential Form and Prosodic Structure of Catalan (bằng tiếng Anh).,(obsolete) Full of meaning.
sagacious,adjective,khôn,"Similar to the Big Mac Index, the KFC Index measures PPP amongst African countries, created by Sagaci Research (a market research firm focusing solely on Africa).","Bài chi tiết: Chỉ số KFC Giống như chỉ số Big Mac, chỉ số KFC đo PPP giữa các quốc gia châu Phi, được đưa ra bởi Sagaci Research (một công ty nghiên cứu thị trường tập chung vào châu Phi).","Having or showing keen discernment, sound judgment, and farsightedness."
shoal,adjective,đàn cá,"A herd of wildebeests, a shoal of fish, a flock of birds.","Một đàn dê rừng, một đàn cá hay một đàn chim.",(now rare) Shallow.
edifying,adjective,,Conduct Edifying Discussions,Điều Khiển Những Cuộc Thảo Luận Mang Tính Cách Xây Dựng,"That educates, informs, illuminates or instructs."
recondite,adjective,bí hiểm,"We reconditioned them all, fixed them.","Chúng tôi tu sửa chúng, cố định chúng.",Hidden from the mental or intellectual view; secret; abstruse.
destitution,noun,cảnh cơ cực,"You see, Venus was thrown into destitution by violence.",Và Venus phải chịu cảnh cơ cực do bạo lực gây ra.,(obsolete) The action of deserting or abandoning.
jocose,adjective,hài hước,"The first to claim (in 1978) to have been elected Pope in this way was the Croatian, Mirko Fabris, a stand-up comic who performed under the jocose name ""Krav"" (a masculinization of the feminine noun krava, meaning ""cow"") and who accordingly called himself Pope Krav I. Meant more seriously was the claim of David Bawden, who in the late 1980s promoted the idea of a papal election and ultimately sent out over 200 copies of a book of his to the editors of all the sedevacantist publications he could find, and to all the priests listed in a directory of traditionalists as being sedevacantists.","Người đầu tiên tuyên bố (năm 1978) rằng đã được bầu làm Giáo hoàng theo cách này là một người Croatia có tên là Mirko Fabris, một diễn viên hài nổi tiếng, người đã quyết định sử dụng một cái tên khôi hài là ""Krav"", một từ được nam tính hoá từ từ mang dáng vóc nữ tính krava, có nghĩa ""bò"" và ông tự gọi mình là Giáo hoàng Krav I. Có cái nhìn nghiêm túc hơn là tuyên bố của David Bawden, người cuối thập niên 1980 đã quảng bá ý tưởng về một cuộc bầu cử tân giáo hoàng và cuối cùng đã gửi hơn 200 bản sao của cuốn sách của ông cho các biên tập viên của tất cả các ấn phẩm theo thuyết sedevacantist mà ông ta có thể tìm thấy và tất cả các linh mục được liệt kê trong một thư mục của các nhà truyền thống như những người theo chủ nghĩa sedevacantists.",given to jest; habitually jolly
ascendancy,noun,uy lực,which ends half a millennium of Western ascendancy .,đã kết thúc 500 năm uy lực của phương Tây.,The process or period of one's ascent
voracious,adjective,ngấu nghiến,VORACIOUS AS A BEAR,NGẤU NGHIẾN NHƯ GẤU,Wanting or devouring great quantities of food.
satiate,adjective,sate,"This also occurs in language, with something called semantic satiation .","Điều này cũng xảy ra trong ngôn ngữ và được gọi là ""Sự bão hòa ngữ nghĩa "".",(transitive) To fill to satisfaction; to satisfy.
factitious,adjective,giả tạo,"Dr. Marc Feldman's Munchausen Syndrome, Malingering, Factitious Disorder, & Munchausen by Proxy Page - Page offering information on Munchausen and its many other names.","Truy cập ngày 11 tháng 4 năm 2013. Dr. Marc Feldman's Munchausen Syndrome, Malingering, Factitious Disorder, & Munchausen by Proxy Page - Page offering information on Munchausen and its many other names.","Created by humans, artificial."
optimism,noun,sự lạc quan,Perhaps we should say the same thing about optimism .,Có lẽ chúng ta nên nói điều tương tự về sự lạc quan .,"a tendency to expect the best, or at least, a favourable outcome"
mercenary,adjective,lính đánh thuê,Are you a mercenary who turns his back on the innocent?,Anh là tên lính đánh thuê quay lưng lại với người vô tội?,A person employed to fight in an armed conflict who is not a member of the state or military group for which they are fighting and whose prime or sole motivation is private gain.
intelligible,adjective,dễ hiểu,It is more or less mutually intelligible with modern Hebrew.,Nó ít nhiều dễ hiểu lẫn nhau với tiếng Do Thái hiện đại.,capable of being understood; clear to the mind
inadmissible,adjective,không thể thừa nhận,It's inadmissible .,Nó vô căn cứ,"Not admissible, especially that cannot be admitted as evidence at a trial"
refinement,noun,sự tao nhã,Organizational Refinements,Tinh luyện về tổ chức,High-class style; cultivation.
revive,verb,làm sống lại,And we need to revive that spirit.,Chúng ta phải làm sống lại tinh thần đó.,To return to life; to recover life or strength; to live anew; to become reanimated or reinvigorated.
indifference,noun,dửng dưng,A cruel person is one who enjoys seeing others suffer or who is indifferent to their distress.,Người nhẫn tâm thích thấy người khác bị đau khổ hoặc dửng dưng trước khó khăn của họ.,a lack of enthusiasm
rash,adjective,hấp tấp,I always get a rash if I have to decide something.,"Lúc nào tôi cũng quyết định hấp tấp , thiếu suy nghĩ.","hasty, not careful or considered."
faithless,adjective,lật lọng,Starting with my faithless daughter!,Bắt đầu với đứa con gái lật lọng của ta!,Lacking faith; lacking belief in something.
dowager,noun,quả phụ thừa kế,I left the Queen Dowager in the fire to rescue the prince.,Tôi đã bỏ lại thái hậu trong hỏa hoạn để cứu lấy hoàng tử.,A widow holding property or title derived from her late husband.
trammel,verb,com-pa vẽ elip,Did I want it as bad as Lori Trammel ?,Em có muốn như Laurie Trammel không?,"Something that impedes activity, freedom, or progress."
device,noun,thiết bị,A computer is a modern device .,Máy tính là một thiết bị hiện đại.,"Any piece of equipment made for a particular purpose, especially a mechanical or electrical one."
